STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
74001	interact	74001	1	
74001	interact	74002	2	
74001	interact	74003	3	
74001	hunter	74001	4	
74001	interact	74004	5	
74002	interact	74005	1	
74002	interact	74006	2	
74002	interact	74007	3	
74002	hunter	74002	4	
74002	interact	74008	5	
74003	interact	74009	1	
74003	collect	74001	2	
74003	collect	74002	2	
74003	interact	74010	3	
74003	interact	74011	4	
74004	interact	74012	1	
74004	interact	74013	2	
74004	interact	74014	3	
74005	interact	74015	1	
74005	hunter	74003	2	
74005	interact	74016	3	
74006	interact	74017	1	
74006	interact	74018	2	
74006	interact	74019	3	
74006	hunter	74004	4	
74007	interact	74020	1	
74007	interact	74021	2	
74008	interact	74022	1	
74008	interact	74023	2	
74008	interact	74024	3	
74010	interact	74029	1	
74010	interact	74030	2	
74010	hunter	74005	3	
74010	hunter	74006	3	
74012	interact	74031	1	
74012	interact	74032	2	
74012	interact	74033	3	
74012	interact	74034	4	
74012	interact	74036	5	
74009	interact	74025	1	
74009	interact	74026	2	
74009	interact	74027	3	
74009	interact	74028	4	
74009	interact	74035	5	
