STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
5103	interact	32301	1
5104	interact	32302	1
5102	hunter	32303	1
5102	interact	32304	2
5106	interact	32305	1
5107	special	32306	1
5108	interact	32307	1
5110	interact	32309	1
5110	interact	32310	2
5112	interact	32318	1
5112	interact	32319	2
5105	special	32330	1
5111	special	1	1
5101	interact	32300	2
5101	interact	32320	1
5109	interact	32308	2
5109	interact	32322	1
5113	interact	32323	1
5114	interact	32324	1
5118	interact	32326	1
5117	interact	32325	1
5117	collect	32327	2
5120	hunter	32304	1
5121	interact	32327	1
