STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
55501	story	80501	1
55501	collect	80501	2
55502	interact	80502	1
55502	story	80502	2
55503	story	80503	1
55504	hunter	80501	1
55506	story	80505	1
55507	interact	80503	1
55507	story	80506	2
55507	collect	80502	3
55507	collect	80503	3
55508	interact	80504	1
55508	interact	80505	2
55508	interact	80506	3
55509	collect	80504	1
55509	collect	80505	1
55509	interact	80507	2
55509	story	80507	3
55510	interact	80508	1
55510	story	80508	2
55510	collect	80506	3
55510	collect	80507	3
55510	interact	80509	4
55511	hunter	80503	1
55511	interact	80510	2
55511	useitem	80501	3
55512	collect	80508	1
55512	collect	80509	2
55512	interact	80511	4
55512	interact	80512	3
55505	story	80504	1
55505	useitem	80502	3
55505	interact	80513	2
55514	interact	80514	1
55514	interact	80515	2
55514	story	80510	3
55516	interact	80517	1
55516	convoy	80501	2
55516	interact	80518	3
55517	story	80512	1
55517	interact	80519	2
55519	story	80514	1
55519	story	80515	
55519	story	80516	
55519	hunter	80504	2
55519	story	80518	3
55520	story	80517	1
55520	story	80519	2
55521	collect	80511	1
55521	useitem	80503	2
55523	hunter	80505	1
55523	collect	80512	2
55524	hunter	80506	3
55524	story	80524	4
55513	story	80509	2
55513	collect	80513	1
55518	story	80513	1
55525	convoy	80503	1
55525	interact	80522	2
55522	story	80520	1
55528	interact	80523	1
55528	story	80525	2
55527	hunter	80507	2
55527	story	80526	1
55515	interact	80516	1
55515	story	80511	2
55529	story	80527	1
55530	story	80528	1
55531	story	80529	1
55540	collect	80514	1
55550	story	80530	1
55553	story	80533	1
55553	story	80534	2
55557	story	80541	1
55557	story	80542	2
55558	interact	80526	1
55558	story	80543	2
55558	hunter	80508	3
55559	story	80544	1
55559	story	80545	2
55559	interact	80527	3
55559	story	80546	4
55560	story	80547	1
55560	interact	80530	2
55560	interact	80531	3
55560	hunter	80509	4
55552	story	80532	2
55552	interact	80524	3
55552	story	80538	1
55561	story	80548	1
55561	story	80549	3
55561	interact	80532	4
55561	interact	80533	2
55563	story	80550	1
55563	story	80551	3
55563	interact	80534	2
55563	interact	80535	4
55563	story	80552	5
55564	hunter	80511	1
55567	hunter	80512	1
55567	story	80558	2
55567	story	80557	3
55568	interact	80540	1
55568	hunter	80513	2
55568	story	80559	3
55568	story	80560	3
55569	interact	80541	1
55569	interact	80542	2
55569	interact	80543	3
55569	useitem	80506	4
55573	useitem	80507	1
55573	useitem	80508	2
55573	useitem	80509	3
55573	interact	80547	4
55574	story	80566	1
55576	story	80570	1
55576	story	80571	2
55576	story	80572	3
55577	story	80573	1
55577	interact	80550	2
55577	story	80574	3
55572	story	80565	1
55572	interact	80546	2
55571	story	80562	2
55571	interact	80545	1
55571	story	80563	3
55571	story	80564	4
55570	hunter	80514	1
55570	story	80561	2
55570	interact	80544	3
55570	hunter	80515	4
55541	collect	80517	1
55556	collect	80515	1
55556	story	80540	2
55562	story	80575	1
55554	story	80535	1
55554	story	80536	2
55554	interact	80528	3
55555	story	80537	4
55555	hunter	80510	3
55555	story	80530	1
55555	story	80576	2
55575	interact	80548	1
55575	story	80567	2
55575	story	80568	3
55575	story	80569	4
55565	story	80553	1
55565	interact	80536	2
55566	story	80555	2
55566	story	80556	4
55566	interact	80538	1
55566	useitem	80505	3
55580	story	80577	1
55580	collect	80518	2
55580	useitem	80510	3
55580	hunter	80517	5
55580	interact	80552	6
55580	interact	80553	4
55581	useitem	80511	1
55581	useitem	80512	1
55584	useitem	80523	-1
55584	useitem	80524	-1
55584	useitem	80525	-1
55584	useitem	80526	-1
55584	useitem	80527	-1
55584	useitem	80528	-1
55584	useitem	80529	-1
55584	useitem	80530	-1
55586	special	4001	1
55587	special	4002	1
55588	special	4003	1
55589	special	4004	1
55590	special	4005	1
55591	special	4006	1
55594	special	4001	1
55595	special	4002	1
55596	special	4003	1
55597	special	4004	1
55598	special	4005	1
55599	special	4006	1
55601	interact	80554	1
55601	interact	80555	2
55602	special	4007	1
55602	special	4008	1
