STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
80607	story	33602	1
80608	useitem	33601	1
80609	question	33600	1
80611	interact	33608	1
80611	hunter	33601	2
80611	interact	33609	3
80612	collect	33605	1
80613	interact	33610	1
80613	useitem	33602	2
80613	interact	33611	3
80614	interact	33612	1
80614	collect	33606	2
80615	interact	33613	1
80615	interact	33614	2
80616	collect	33607	1
80617	interact	33615	1
80617	convoy	33601	2
80618	interact	33616	1
80618	interact	33617	2
80618	interact	33618	3
80619	interact	33619	1
80619	collect	33608	2
80620	interact	33620	1
80621	hunter	33602	1
80621	interact	33621	2
80605	interact	33605	2
80605	hunter	33603	1
80610	interact	33606	1
80610	interact	33607	3
80610	hunter	33604	2
80622	interact	33624	1
80623	story	33603	1
80623	interact	33625	2
80626	hunter	33606	1
80626	story	33604	2
80627	interact	33628	1
80628	interact	33629	1
80628	interact	33630	1
80628	interact	33631	2
80628	hunter	33607	3
80629	hunter	33608	1
80629	interact	33632	2
80630	hunter	33609	1
80630	hunter	33610	2
80630	hunter	33611	3
80631	story	33612	1
80633	interact	33633	1
80633	interact	33635	2
80633	hunter	33612	3
80633	interact	33634	4
80634	hunter	33613	1
80634	story	33613	2
80635	interact	33637	1
80635	interact	33638	2
80635	hunter	33614	3
80635	interact	33639	4
80636	interact	33640	1
80636	story	33614	2
80637	interact	33641	1
80637	story	33615	2
80624	interact	33626	1
80624	collect	33611	2
80624	collect	33612	2
80624	collect	33613	2
80638	interact	33642	1
80638	story	33616	2
80641	story	33618	1
80642	interact	33645	1
80643	interact	33646	1
80644	interact	33647	1
80632	useitem	33603	1
80639	interact	33644	1
80639	interact	33649	2
80640	useitem	33607	3
80640	collect	33618	1
80640	interact	33650	2
80625	interact	33653	1
80625	interact	33654	1
80625	interact	33655	1
80625	interact	33652	2
80601	interact	33601	1
80601	useitem	33611	2
80603	interact	33603	1
80602	interact	33602	1
