STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84650	hunter	52700	1
84650	hunter	52701	1
84650	hunter	52702	1
84651	collect	52700	2
84651	interact	52700	1
84652	collect	52701	1
84653	collect	52702	1
84655	interact	52701	1
84655	collect	52704	1
84657	hunter	52705	1
84657	hunter	52706	1
84657	hunter	52707	1
84659	hunter	52708	1
84659	hunter	52709	1
84660	collect	52705	1
84661	hunter	52710	1
84661	hunter	52711	1
84663	collect	52707	1
84664	collect	52708	1
84665	interact	52704	1
84665	hunter	52714	2
84666	collect	52709	1
84667	hunter	52716	1
84667	hunter	52717	1
84668	collect	52710	1
84658	useitem	52700	1
84669	hunter	52718	1
84670	collect	52711	1
84671	collect	52712	1
84671	hunter	52719	3
84671	interact	52705	2
84672	hunter	52720	1
84672	hunter	52721	1
84672	hunter	52722	2
84672	hunter	52723	2
84673	collect	52713	1
84673	hunter	52724	1
84674	interact	52706	1
84674	collect	52714	3
84674	interact	52707	2
84656	interact	52702	1
84656	story	52700	2
84656	hunter	52704	3
84656	interact	52708	4
84662	collect	52706	1
84662	hunter	52713	1
84654	hunter	52703	1
84654	collect	52703	2
84675	interact	52709	1
84675	useitem	52701	2
84678	story	52702	1
84678	interact	52710	2
84678	interact	52711	2
84679	story	52703	1
84679	interact	52713	2
84679	interact	52714	3
84679	useitem	52703	4
84680	interact	52715	1
84680	hunter	52725	2
84681	interact	52716	1
84681	hunter	52726	2
84681	hunter	52727	3
84677	interact	52717	1
84676	story	52701	2
84676	convoy	52700	3
84676	hunter	52728	4
