STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
87200	interact	58701	1
87200	collect	58701	2
87201	interact	58702	1
87201	hunter	58701	2
87202	interact	58703	1
87202	special	114	2
87203	interact	58704	1
87203	special	115	2
87204	interact	58705	1
87204	special	116	2
87205	special	141	1
87206	special	142	1
87207	special	143	1
87208	special	144	1
87209	special	145	1
87210	special	146	1
87211	special	147	1
87216	special	152	1
87217	hunter	58702	1
87218	hunter	58703	1
87219	interact	58706	1
87219	hunter	58704	2
87219	interact	58707	3
87212	interact	58708	1
87212	interact	58709	1
87212	interact	58710	1
87213	hunter	58705	1
87214	interact	58711	1
87214	hunter	58706	2
87214	interact	58712	3
87215	special	230	1
87220	special	337	1
87221	story	58701	1
87221	story	58702	2
87221	interact	58713	3
87221	special	592	4
87223	story	58704	1
87223	story	58705	2
87223	interact	58714	3
87223	hunter	58709	4
87223	story	58706	5
87223	special	594	6
87222	story	58703	1
87222	hunter	58707	2
87222	hunter	58710	3
87227	interact	58715	1	
87227	story	58707	2	
