STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
34732	interact	17375	1
34732	story	17375	2
34734	interact	17379	1
34734	story	17380	2
34735	collect	17375	2
34735	hunter	17375	1
34736	interact	17380	1
34737	interact	17381	1
34737	story	17376	2
34733	interact	17376	1
34733	interact	17377	2
34733	interact	17378	3
34738	hunter	17376	1
34738	interact	17382	2
34739	hunter	17378	1
34739	interact	17383	2
34740	interact	17384	2
34740	hunter	17380	1
34741	hunter	17381	1
34741	interact	17385	2
34741	interact	17386	3
34743	story	17377	1
34745	hunter	17382	1
34745	hunter	17383	2
34744	question	17375	1
34744	interact	17388	2
34747	hunter	17384	1
34748	interact	17389	1
34748	hunter	17385	2
34748	interact	17390	3
34749	interact	17391	1
34749	interact	17392	2
34753	story	17378	1
34746	interact	17395	1
34751	interact	17393	1
34752	interact	17394	2
34752	hunter	17388	1
34750	collect	17376	1
34750	hunter	17387	2
34750	hunter	17389	3
34742	useitem	17375	1
34742	interact	17387	2
