STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83350	story	45675	1
83350	interact	45675	2
83350	story	45676	3
83351	collect	45675	1
83351	interact	45676	2
83351	collect	45676	3
83352	convoy	45675	1
83352	interact	45677	2
83352	hunter	45675	3
83353	hunter	45676	1
83353	interact	45678	2
83353	collect	45677	3
83354	hunter	45677	1
83354	interact	45679	2
83354	collect	45678	3
83355	hunter	45678	1
83355	interact	45680	2
83355	collect	45679	3
83356	hunter	45679	1
83356	interact	45681	2
83356	collect	45680	3
83357	interact	45682	1
83357	interact	45683	2
83358	hunter	45680	1
83358	interact	45684	2
83358	hunter	45681	3
83359	hunter	45682	1
83359	interact	45685	2
83359	collect	45681	3
83360	interact	45686	1
83361	collect	45682	1
83361	interact	45687	2
83361	collect	45683	3
83362	convoy	45678	1
83362	interact	45688	2
83362	hunter	45683	3
83363	useitem	45675	1
83363	interact	45689	2
83363	collect	45684	3
83364	collect	45685	1
83364	interact	45690	2
83365	hunter	45684	1
83365	interact	45691	2
83365	collect	45686	3
83366	collect	45687	1
83367	useitem	45676	1
83368	question	45675	1
83368	interact	45692	2
83368	collect	45688	3
83369	hunter	45685	1
83369	story	45677	2
