STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84050	interact	48780	1
84050	interact	48781	2
84052	interact	48783	1
84052	collect	48781	2
84053	collect	48782	1
84053	interact	48784	2
84054	interact	48785	1
84054	useitem	48780	2
84055	interact	48786	1
84055	useitem	48781	2
84057	interact	48788	1
84057	interact	48789	2
84058	interact	48790	1
84058	interact	48791	2
84059	interact	48792	1
84059	hunter	48780	2
84060	interact	48793	1
84060	hunter	48781	2
84061	hunter	48782	1
84061	hunter	48783	2
84062	hunter	48784	1
84062	hunter	48785	2
84063	hunter	48786	1
84063	collect	48784	2
84064	interact	48794	1
84064	hunter	48787	2
84064	hunter	48788	3
84065	interact	48795	1
84065	hunter	48789	2
84065	hunter	48790	3
84066	hunter	48791	1
84066	hunter	48792	2
84067	hunter	48793	1
84067	hunter	48794	2
84070	hunter	48798	1
84070	interact	48796	2
84072	story	48781	1
84072	useitem	48783	2
84073	hunter	48800	1
84074	hunter	48801	1
84074	hunter	48802	1
84075	hunter	48804	1
84075	hunter	48803	1
84051	interact	48782	1
84068	hunter	48795	1
84068	hunter	48796	2
84069	hunter	48797	1
84056	interact	48787	1
84056	hunter	48805	2
84071	story	48780	1
84071	hunter	48799	2
