STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
28193	interact	1100	1
28194	interact	1101	1
28195	hunter	1100	1
28195	interact	1102	2
28196	interact	1103	1
28197	hunter	1101	1
28197	interact	1104	2
28198	interact	1105	1
28199	convoy	1100	1
28199	interact	1106	2
28200	interact	1107	1
28201	interact	1108	1
28207	hunter	1103	1
28207	interact	1111	2
28208	interact	1112	1
28209	hunter	1104	1
28209	interact	1113	2
28210	interact	1114	1
28210	interact	1115	2
28211	convoy	1101	1
28212	interact	1116	1
28213	interact	1117	1
28214	interact	1118	1
28217	interact	1119	1
28218	collect	1101	2
28218	interact	1120	1
28219	interact	1121	1
28220	collect	1100	2
28220	interact	1122	1
28221	interact	1123	1
28222	interact	1124	1
28223	interact	1125	1
28223	interact	1126	2
28229	interact	1127	1
28230	interact	1128	1
28230	story	1100	2
28231	interact	1129	1
28232	interact	1130	1
28233	interact	1131	1
28234	hunter	1105	2
28234	interact	1132	1
28235	interact	1133	1
28236	interact	1134	1
28237	interact	1135	1
28241	collect	1102	1
28241	interact	1136	2
28242	interact	1137	1
28243	hunter	1106	1
28243	interact	1138	2
28244	hunter	1107	1
28245	interact	1140	1
28246	interact	1141	1
28253	hunter	1108	1
28254	hunter	1109	1
28254	interact	1142	2
28255	interact	1143	1
28256	hunter	1110	1
28257	collect	1103	2
28257	interact	1144	1
28258	useitem	1100	1
28259	hunter	1111	1
28260	interact	1145	1
28265	interact	1146	1
28266	collect	1104	1
28266	interact	1147	2
28267	interact	1148	1
28268	interact	1149	1
28269	hunter	1112	1
28270	interact	1150	1
28271	interact	1151	1
28272	interact	1152	1
28273	hunter	1113	1
28273	hunter	1114	1
28274	collect	1105	1
28274	interact	1153	3
28274	interact	1139	2
28277	interact	1155	1
28278	interact	1156	1
28279	hunter	1115	1
28280	collect	1106	2
28280	interact	1157	1
28281	interact	1158	1
28282	interact	1159	1
28283	interact	1160	1
28291	interact	1168	1
28292	interact	1169	1
28295	hunter	1116	1
28290	story	1101	1
28293	interact	1172	1
28293	interact	1173	1
28293	interact	1174	1
28301	hunter	1117	1
28303	interact	1161	1
28305	hunter	1118	1
28305	hunter	1119	1
28307	hunter	1120	1
28308	hunter	1121	1
28313	hunter	1122	1
28314	hunter	1123	1
28315	interact	1154	1
28316	hunter	1124	1
28317	collect	1107	1
28317	useitem	1101	2
28319	interact	1162	1
28331	hunter	1129	2
28331	interact	1166	1
28331	hunter	1130	2
28306	story	1102	1
28332	interact	1167	1
28333	interact	1170	1
28206	hunter	1102	2
28206	interact	1110	1
28325	interact	1163	1
28325	hunter	1126	2
28326	hunter	1125	1
28326	interact	1171	2
28294	interact	1175	1
28328	hunter	1127	1
28329	collect	1108	1
28330	interact	1165	2
28330	hunter	1128	3
28330	interact	1164	1
