STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
80330	question	32600	1
80331	question	32601	1
80333	question	32603	1
80332	question	32602	1
80334	question	32604	1
80335	question	32605	1
80336	question	32606	1
80337	question	32607	1
80338	question	32608	1
80339	question	32609	1
80340	question	32610	1
80341	question	32611	1
80300	story	32600	1
80301	story	32601	1
80302	story	32602	1
80303	story	32603	1
80304	story	32604	1
80305	story	32605	1
80306	story	32606	1
80308	story	32608	1
80309	story	32609	1
80310	story	32610	1
80311	story	32611	1
80313	story	32613	1
80314	story	32614	1
80342	hunter	32600	1
80342	collect	32600	2
80343	hunter	32601	1
80343	collect	32601	2
80344	hunter	32602	2
80344	collect	32602	1
80345	hunter	32603	2
80345	collect	32603	1
80346	hunter	32604	1
80346	collect	32604	2
80347	hunter	32605	1
80347	collect	32605	2
80348	hunter	32606	1
80348	collect	32606	2
80349	collect	32607	2
80349	hunter	32607	1
80350	hunter	32608	1
80350	collect	32608	2
80351	hunter	32609	1
80351	collect	32609	2
80352	hunter	32610	1
80352	collect	32610	2
80353	hunter	32611	2
80353	collect	32611	1
80354	interact	32600	1
80354	collect	32612	2
80355	interact	32601	1
80355	collect	32613	2
80356	interact	32602	1
80356	collect	32614	2
80357	interact	32603	1
80357	collect	32615	2
80358	interact	32604	1
80358	collect	32616	2
80358	useitem	32600	3
80360	interact	32606	2
80360	collect	32618	1
80361	interact	32607	1
80361	collect	32619	2
80362	interact	32608	1
80362	collect	32620	2
80363	interact	32609	1
80363	useitem	32601	2
80364	interact	32610	1
80364	collect	32622	2
80365	interact	32611	1
80365	collect	32623	2
80366	hunter	32612	1
80367	hunter	32613	1
80368	hunter	32614	1
80369	hunter	32615	1
80370	hunter	32616	1
80371	hunter	32617	1
80372	hunter	32618	1
80373	hunter	32619	1
80374	hunter	32620	1
80375	hunter	32621	1
80376	hunter	32622	1
80377	hunter	32623	1
80378	interact	32612	1
80378	interact	32628	2
80379	interact	32613	1
80379	interact	32629	2
80380	interact	32614	1
80380	interact	32630	2
80381	interact	32615	1
80381	interact	32631	2
80382	interact	32616	1
80382	useitem	32603	2
80383	interact	32617	1
80383	interact	32633	2
80384	interact	32618	1
80384	interact	32634	2
80385	interact	32619	1
80385	interact	32635	2
80386	interact	32620	1
80386	interact	32636	2
80388	interact	32622	1
80388	hunter	32630	2
80389	interact	32623	1
80389	interact	32639	2
80390	interact	32624	1
80390	useitem	32602	2
80391	interact	32625	1
80391	interact	32641	2
80392	interact	32626	1
80392	interact	32642	2
80393	interact	32627	2
80393	hunter	32629	1
80394	hunter	32624	1
80394	hunter	32640	2
80394	collect	32624	3
80395	hunter	32625	1
80395	hunter	32641	2
80395	collect	32625	3
80396	hunter	32626	1
80396	hunter	32642	2
80396	collect	32626	3
80397	hunter	32627	1
80397	hunter	32643	2
80397	collect	32627	3
80398	hunter	32628	1
80398	hunter	32644	2
80398	collect	32628	3
80399	hunter	32645	1
80399	collect	32629	2
80400	hunter	32646	1
80400	collect	32630	2
80401	hunter	32631	1
80401	hunter	32647	2
80401	collect	32631	3
80403	hunter	32633	3
80403	hunter	32649	2
80403	collect	32633	1
80404	hunter	32634	1
80404	hunter	32650	2
80404	collect	32634	3
80405	hunter	32635	1
80405	hunter	32651	2
80405	collect	32635	3
80406	hunter	32636	1
80406	hunter	32652	2
80406	collect	32636	3
80407	hunter	32637	1
80407	hunter	32653	2
80407	collect	32637	3
80408	hunter	32638	1
80408	hunter	32654	2
80408	collect	32638	3
80409	hunter	32639	1
80409	hunter	32655	2
80409	collect	32639	3
80410	interact	32644	1
80410	hunter	32656	2
80412	interact	32646	2
80412	hunter	32658	1
80413	interact	32647	1
80413	hunter	32659	2
80414	interact	32648	2
80414	hunter	32660	1
80415	interact	32649	1
80415	hunter	32661	2
80416	interact	32650	1
80416	hunter	32662	2
80417	collect	32640	1
80418	collect	32641	1
80419	collect	32642	1
80420	collect	32643	1
80421	collect	32644	1
80422	collect	32645	1
80423	collect	32646	1
80424	collect	32647	1
80425	collect	32648	1
80426	collect	32649	1
80427	collect	32650	1
80428	collect	32651	1
80429	collect	32652	1
80430	collect	32653	1
80431	collect	32654	1
80432	collect	32655	1
80433	collect	32656	1
80434	hunter	32663	1
80435	hunter	32664	1
80436	hunter	32665	1
80437	hunter	32666	1
80438	hunter	32667	1
80439	hunter	32668	1
80440	hunter	32669	1
80441	hunter	32670	1
80442	hunter	32671	1
80443	hunter	32672	1
80444	hunter	32673	1
80445	hunter	32674	1
80445	hunter	32678	2
80445	hunter	32682	3
80447	hunter	32676	1
80447	hunter	32680	2
80447	hunter	32684	3
80448	hunter	32677	1
80448	hunter	32681	2
80448	hunter	32685	3
80315	story	32615	1
80316	story	32616	1
80317	story	32617	1
80318	story	32618	1
80319	story	32619	1
80320	story	32620	1
80321	story	32621	1
80322	story	32622	1
80323	story	32623	1
80324	story	32624	1
80325	story	32625	1
80326	story	32626	1
80327	useitem	32604	1
80328	useitem	32605	1
80329	useitem	32606	1
80359	collect	32617	1
80411	hunter	32657	1
80402	hunter	32632	1
80402	hunter	32648	2
80446	hunter	32675	1
80446	hunter	32679	1
80446	hunter	32683	1
