STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
80851	story	34601	1
80852	story	34602	1
80853	story	34603	1
80854	story	34604	1
80855	story	34605	1
80856	story	34606	1
80870	question	34600	1
80860	story	34610	1
80857	story	34607	1
80859	story	34609	1
80861	story	34611	1
80862	story	34612	1
80863	story	34613	1
80864	story	34614	1
80865	story	34615	1
80866	story	34616	1
80867	story	34617	1
80868	story	34618	1
80869	story	34619	1
80878	interact	34600	1
80878	interact	34639	3
80878	collect	34600	2
80943	interact	34638	1
80942	interact	34637	1
80941	interact	34636	1
80940	interact	34635	1
80937	interact	34632	1
80938	interact	34633	1
80939	interact	34634	1
80936	interact	34631	1
80935	interact	34630	1
80933	interact	34628	1
80932	interact	34627	1
80931	collect	34635	1
80930	collect	34634	1
80928	collect	34632	1
80929	collect	34633	1
80927	collect	34631	1
80926	collect	34630	1
80925	collect	34629	1
80922	collect	34626	1
80923	collect	34627	1
80924	collect	34628	1
80921	collect	34625	1
80917	collect	34621	1
80916	hunter	34639	1
80916	collect	34620	1
80915	hunter	34638	1
80915	collect	34619	1
80914	hunter	34637	1
80914	collect	34618	1
80913	hunter	34636	1
80913	collect	34617	1
80912	hunter	34635	1
80912	collect	34616	1
80911	hunter	34634	1
80911	collect	34615	1
80910	hunter	34633	1
80910	collect	34614	1
80904	hunter	34617	1
80904	hunter	34627	1
80905	hunter	34618	1
80905	hunter	34628	1
80906	hunter	34619	1
80906	hunter	34629	1
80907	hunter	34630	1
80907	collect	34611	1
80908	hunter	34631	1
80908	collect	34612	1
80909	hunter	34632	1
80909	collect	34613	1
80903	hunter	34616	1
80903	hunter	34626	1
80902	hunter	34615	1
80902	hunter	34625	1
80900	hunter	34613	1
80900	hunter	34623	1
80899	hunter	34612	1
80899	hunter	34622	1
80898	hunter	34611	1
80898	hunter	34621	1
80897	hunter	34610	1
80897	hunter	34620	1
80893	interact	34615	1
80893	interact	34623	1
80886	interact	34608	1
80886	hunter	34607	2
80886	hunter	34647	2
80886	collect	34608	3
80884	interact	34606	1
80884	hunter	34605	2
80884	hunter	34645	2
80884	collect	34606	3
80879	hunter	34600	1
80879	hunter	34640	1
80879	hunter	34601	1
80944	story	34620	1
80945	hunter	34659	2
80945	hunter	34658	2
80945	story	34621	1
80946	collect	34601	1
80948	story	34623	1
80948	hunter	34657	2
80949	convoy	34600	1
80950	convoy	34601	1
80952	useitem	34600	1
80953	convoy	34602	1
80954	story	34624	1
80954	interact	34643	2
80955	hunter	34649	1
80955	hunter	34648	1
80951	interact	34641	1
80951	hunter	34661	2
80951	interact	34642	3
80882	interact	34604	1
80882	hunter	34603	2
80882	hunter	34643	2
80887	interact	34609	1
80887	hunter	34608	2
80887	hunter	34663	2
80887	collect	34609	3
80947	interact	34640	2
80947	story	34622	3
80947	interact	34644	1
80918	collect	34622	1
80919	collect	34636	1
80889	collect	34664	1
80889	collect	34665	2
80890	collect	34666	1
80890	collect	34667	2
80891	collect	34668	1
80891	collect	34669	2
80894	collect	34672	1
80894	collect	34673	2
80895	collect	34674	1
80883	interact	34605	1
80883	hunter	34604	2
80883	collect	34605	3
80892	useitem	34620	2
80892	interact	34645	1
80896	collect	34677	1
80896	interact	34646	1
80901	collect	34678	1
80901	interact	34647	1
80934	choose	29	1
80880	hunter	34641	1
