STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
81460	interact	36812	1
81460	interact	36813	1
81460	interact	36814	1
81462	hunter	36804	1
81463	hunter	36805	1
81465	hunter	36807	1
81465	hunter	36808	1
81466	hunter	36809	1
81466	hunter	36810	1
81468	collect	36808	1
81452	interact	36802	1
81452	collect	36800	2
81453	interact	36803	1
81453	collect	36801	2
81455	interact	36805	1
81455	useitem	36800	2
81458	interact	36808	2
81458	interact	36809	2
81458	hunter	36801	1
81454	interact	36804	1
81454	collect	36802	2
81456	interact	36806	1
81456	useitem	36801	2
81457	interact	36807	1
81457	hunter	36800	2
81457	collect	36803	3
81459	interact	36810	1
81459	interact	36811	2
81459	collect	36804	3
81464	hunter	36806	1
81464	collect	36806	2
81467	hunter	36811	1
81467	hunter	36812	1
81467	collect	36807	2
81472	story	36801	1
81470	collect	36811	1
81451	interact	36820	1
81469	useitem	36802	1
81471	story	36800	1
81471	hunter	36813	2
81461	interact	36815	1
81461	hunter	36802	2
81461	hunter	36803	2
