STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84301	interact	50600	1
84301	interact	50601	2
84301	hunter	50600	3
84301	interact	50602	4
84303	interact	50605	1
84303	interact	50606	2
84304	interact	50607	1
84304	interact	50608	2
84305	interact	50609	1
84305	interact	50610	2
84305	hunter	50602	3
84305	interact	50611	4
84306	hunter	50603	1
84306	interact	50612	2
84306	collect	50602	3
84307	interact	50613	1
84307	interact	50614	3
84307	useitem	50601	2
84308	interact	50615	1
84308	hunter	50604	2
84308	interact	50616	3
84309	hunter	50605	1
84309	hunter	50606	1
84309	collect	50603	1
84310	hunter	50607	1
84310	hunter	50608	1
84310	hunter	50609	1
84311	hunter	50610	1
84311	interact	50617	2
84311	collect	50604	3
84312	hunter	50611	1
84312	collect	50605	2
84312	collect	50606	2
84313	hunter	50612	1
84313	hunter	50613	1
84313	hunter	50614	1
84314	hunter	50615	1
84314	collect	50607	2
84315	hunter	50616	1
84315	hunter	50617	1
84315	hunter	50618	1
84315	hunter	50619	1
84300	collect	50600	1
84300	collect	50601	1
84302	collect	50643	1
84302	interact	50603	3
84302	interact	50604	4
84316	hunter	50620	1
84316	collect	50608	1
