STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
45502	story	6501	1
45502	hunter	6501	2
45502	story	6502	3
45505	hunter	6502	1
45505	convoy	6502	2
45505	story	6504	3
45507	story	6505	1
45508	story	6506	1
45514	story	6510	1
45517	story	6511	1
45517	hunter	6504	2
45519	story	6512	1
45519	hunter	6505	2
45520	story	6513	1
45522	hunter	6506	1
45522	hunter	6507	2
45522	hunter	6508	3
45522	hunter	6509	4
45523	hunter	6510	1
45523	hunter	6511	2
45523	story	6514	3
45528	story	6518	1
45528	interact	6501	2
45528	collect	6509	3
45528	collect	6510	4
45529	story	6519	1
45529	collect	6511	2
45529	collect	6512	3
45530	collect	6513	1
45525	story	6515	1
45525	collect	6500	2
45525	collect	6501	2
45525	collect	6502	2
45525	collect	6503	2
45527	story	6517	1
45527	collect	6508	2
45531	collect	6514	1
45531	collect	6515	1
45531	collect	6516	1
45526	story	6516	3
45526	collect	6504	4
45526	collect	6505	2
45526	collect	6506	2
45526	interact	6502	1
45900	story	6520	1
45900	interact	6503	2
45903	story	6530	1
45903	interact	6516	2
45906	story	6531	1
45906	interact	6520	2
45909	story	6532	1
45909	interact	6524	2
45912	story	6533	1
45912	interact	6528	2
45915	story	6534	1
45915	interact	6530	2
45918	story	6535	1
45918	interact	6532	2
45921	story	6536	1
45921	interact	6535	2
45902	interact	6514	1
45902	convoy	6505	2
45902	story	6537	3
45905	interact	6518	1
45905	convoy	6506	2
45905	story	6538	3
45908	interact	6522	1
45908	convoy	6507	2
45908	story	6539	3
45911	interact	6526	1
45911	convoy	6508	2
45911	story	6540	3
45914	interact	6529	1
45914	convoy	6509	2
45914	story	6541	3
45920	interact	6533	1
45920	convoy	6511	2
45920	story	6543	3
45922	interact	6536	1
45922	convoy	6512	2
45922	story	6544	3
45917	interact	6531	1
45917	convoy	6510	2
45917	story	6545	3
45538	story	6521	1
45538	hunter	6512	2
45538	interact	6505	3
45538	story	6546	4
45539	story	6522	1
45539	hunter	6513	2
45539	interact	6506	3
45539	story	6547	4
45540	story	6523	1
45540	hunter	6514	2
45540	interact	6507	3
45540	story	6548	4
45541	story	6524	1
45541	hunter	6515	2
45541	interact	6508	3
45541	story	6549	4
45542	story	6525	1
45542	hunter	6516	2
45542	interact	6509	3
45542	story	6550	4
45532	special	804	1
45543	story	6527	1
45543	hunter	6517	2
45543	interact	6510	3
45544	story	6528	1
45544	hunter	6518	2
45544	interact	6511	3
45545	story	6529	1
45545	hunter	6520	2
45545	interact	6512	3
45533	interact	6540	1
45533	hunter	6521	2
45534	interact	6542	1
45534	hunter	6522	2
45535	interact	6543	1
45535	hunter	6523	2
45536	interact	6544	1
45536	hunter	6524	2
45537	interact	6545	1
45537	hunter	6525	2
45546	interact	6546	1
45546	hunter	6526	2
45547	interact	6547	1
45547	hunter	6527	2
45548	interact	6548	1
45548	hunter	6528	2
45923	collect	6517	1
45924	collect	6518	2
45924	interact	6549	1
45926	collect	6519	1
45927	interact	6550	1
45927	collect	6520	2
45929	collect	6521	1
45930	interact	6551	1
45930	collect	6522	2
45932	collect	6523	1
45933	interact	6552	1
45933	collect	6524	2
45935	collect	6525	1
45936	interact	6553	1
45936	collect	6526	2
45938	collect	6527	1
45939	interact	6554	1
45939	collect	6528	2
45941	collect	6529	1
45942	interact	6555	1
45942	collect	6530	2
45944	collect	6531	1
45945	interact	6556	1
45945	collect	6532	2
45510	interact	6500	1
45510	story	6507	2
45511	hunter	6503	1
45511	story	6508	2
45947	story	6554	3
45947	collect	6533	4
45947	interact	6557	1
45947	collect	6541	2
45948	story	6555	3
45948	collect	6534	4
45948	interact	6558	1
45948	collect	6542	2
45949	story	6556	3
45949	collect	6535	4
45949	interact	6559	1
45949	collect	6543	2
45950	story	6557	3
45950	collect	6536	4
45950	interact	6560	1
45950	collect	6544	2
45951	story	6558	3
45951	collect	6537	4
45951	interact	6561	1
45951	collect	6545	2
45952	story	6559	3
45952	collect	6538	4
45952	interact	6562	1
45952	collect	6546	2
45953	story	6560	3
45953	collect	6539	4
45953	interact	6563	1
45953	collect	6547	2
45954	story	6561	3
45954	collect	6540	4
45954	interact	6564	1
45954	collect	6548	2
45600	special	909	1
45601	special	910	1
45602	special	911	1
45603	special	912	1
45604	special	913	1
45605	special	914	1
45606	special	915	1
45607	special	916	1
45608	special	917	1
45609	special	918	1
45549	special	919	1
45550	special	920	-1
45550	special	921	-1
45550	special	922	-1
45501	hunter	6500	1
45501	story	6500	3
45504	story	6503	3
45504	interact	6565	1
45513	story	6509	1
45560	collect	6549	1
45560	story	6562	2
45562	collect	6550	1
45562	story	6563	2
45564	collect	6551	1
45564	story	6564	2
45566	collect	6552	1
45566	story	6565	2
45568	collect	6553	1
45568	story	6566	2
45570	collect	6554	1
45570	story	6567	2
45572	collect	6555	1
45572	story	6568	2
45574	collect	6556	1
45574	story	6569	2
45576	story	6570	1
45578	story	6571	1
45578	hunter	6538	2
45578	interact	6566	3
45579	story	6572	1
45580	interact	6567	1
45580	hunter	6539	2
45580	story	6573	3
45581	collect	6557	1
45584	interact	6569	1
45584	collect	6559	2
45584	story	6574	3
45584	collect	6560	4
45585	interact	6570	1
45585	hunter	6540	2
45596	story	6575	1
45598	story	6576	1
45598	hunter	6541	2
45598	interact	6571	3
45599	story	6577	1
45610	interact	6572	1
45610	hunter	6542	2
45610	story	6578	3
45611	collect	6561	1
45614	interact	6573	1
45614	collect	6562	2
45614	story	6579	3
45614	collect	6563	4
45615	interact	6574	1
45615	hunter	6543	2
