STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
87000	interact	58501	1
87000	collect	58501	2
87000	collect	58502	2
87002	interact	58503	1
87002	hunter	58501	2
87002	interact	58504	3
87002	hunter	58502	4
87003	hunter	58503	1
87003	interact	58505	2
87003	special	120	3
87003	interact	58506	4
87004	story	58501	1
87004	special	121	2
87001	interact	58502	1
87001	convoy	58501	2
87005	collect	58503	2
87005	collect	58504	2
87005	interact	58507	1
87006	interact	58508	1
87006	collect	58505	2
87006	collect	58506	2
87007	special	270	1
87008	special	271	2
87008	interact	58509	1
87009	interact	58510	1
87009	special	272	2
87010	interact	58511	1
87010	special	274	2
87011	interact	58512	1
87011	hunter	58506	2
87011	interact	58513	3
87011	hunter	58505	4
87012	special	273	1
87013	interact	58514	1
87013	special	275	2
87014	special	276	1
87014	special	277	1
87016	interact	58516	1
87016	special	278	2
87017	interact	58517	1
87017	useitem	58501	2
87017	useitem	58502	2
87017	useitem	58503	2
87018	interact	58518	1
87018	hunter	58510	2
87019	collect	58507	1
87019	hunter	58511	2
87019	interact	58519	3
87020	special	335	1
87015	interact	58515	1
87015	hunter	58507	2
87015	hunter	58508	2
87021	story	58502	1
87021	interact	58520	2
87021	special	364	3
87022	story	58503	1
87022	story	58504	2
87022	story	58505	3
87022	special	365	4
87023	story	58506	1
87023	interact	58521	2
87023	story	58507	3
87023	story	58508	4
87023	special	366	5
87027	interact	58522	1	
87027	story	58509	2	
