STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
18801	interact	42001	
18804	interact	42008	
18805	collect	42001	-1
18805	collect	42002	-1
18805	collect	42003	-1
18805	collect	42004	-1
18805	collect	42005	-1
18805	collect	42006	-1
18805	collect	42007	-1
18805	collect	42008	-1
18806	useitem	42001	1
18806	useitem	42002	2
18806	useitem	42003	3
18810	interact	42017	
18811	convoy	42001	
18812	interact	42018	
18813	collect	42009	-1
18813	collect	42010	-1
18813	collect	42011	-1
18813	collect	42012	-1
18813	collect	42013	-1
18813	collect	42014	-1
18813	collect	42015	-1
18813	collect	42016	-1
18813	collect	42017	-1
18813	collect	42018	-1
18813	collect	42019	-1
18813	collect	42020	-1
18813	collect	42021	-1
18814	interact	42019	2
18814	useitem	42006	1
18815	collect	42022	
18817	interact	42020	
18818	collect	42024	2
18818	useitem	42007	1
18819	interact	42021	
18820	story	42001	
18821	collect	42025	-1
18821	collect	42026	-1
18821	collect	42027	-1
18821	collect	42028	-1
18821	collect	42029	-1
18821	collect	42030	-1
18821	collect	42031	-1
18821	collect	42032	-1
18821	collect	42033	-1
18822	interact	42022	
18823	interact	42023	
18824	question	42001	
18825	interact	42024	
18826	story	42002	
18827	interact	42025	
18828	interact	42026	
18829	collect	42035	
18829	hunter	42002	
18830	interact	42027	
18831	interact	42028	
18833	hunter	42004	
18834	hunter	42005	
18835	hunter	42006	
18836	interact	42030	
18837	interact	42031	
18838	interact	42032	
18839	hunter	42007	1
18839	interact	42033	2
18840	collect	42036	
18807	interact	42034	2
18807	useitem	42004	1
18808	useitem	42005	1
18832	hunter	42003	
18802	interact	42002	1
18802	interact	42003	1
18802	interact	42004	1
18802	interact	42005	1
18802	interact	42006	1
18809	interact	42010	1
18809	interact	42011	1
18809	interact	42012	1
18809	interact	42013	1
18809	interact	42014	1
18809	interact	42015	1
18809	interact	42016	2
18816	collect	42023	1
18816	hunter	42001	1
18803	interact	42007	1
18859	interact	42037	1
18860	interact	42038	1
18858	hunter	42008	1
18862	hunter	42009	3
18862	story	42005	2
18862	interact	42041	1
18862	interact	42042	4
18857	story	42003	2
18857	collect	42039	3
18857	collect	42040	4
18857	interact	42040	5
18863	interact	42045	1
18864	interact	42046	1
18864	story	42006	2
18864	hunter	42010	3
18865	story	42007	1
18866	story	42008	1
18868	story	42011	1
18868	interact	42048	2
18869	interact	42049	1
18869	story	42012	2
18869	interact	42050	3
18870	story	42013	1
18870	interact	42051	2
18871	story	42014	1
18871	interact	42052	2
18872	hunter	42011	1
18872	story	42015	2
18872	interact	42053	3
18873	interact	42054	1
18874	interact	42055	1
18876	interact	42057	1
18877	collect	42042	1
18877	interact	42058	2
18878	special	153	1
18878	interact	42059	2
18879	special	154	1
18879	interact	42060	2
18880	special	155	1
18880	interact	42061	2
18881	special	156	1
18881	interact	42062	2
18882	special	157	1
18882	interact	42063	2
18883	collect	42043	1
18884	collect	42044	1
18885	collect	42045	1
18886	collect	42046	1
18887	collect	42047	1
18888	collect	42048	1
18889	collect	42049	1
18890	collect	42050	1
18891	collect	42051	1
18892	collect	42052	1
18893	collect	42053	1
18894	collect	42054	1
18895	collect	42055	1
18896	collect	42056	1
18897	collect	42057	1
18861	special	117	2
18861	story	42004	1
18861	interact	42064	3
18900	collect	42059	1
18899	collect	42060	1
18898	collect	42061	1
18867	interact	42047	2
18867	collect	42064	1
18867	collect	42065	1
18856	collect	42062	1
18856	collect	42063	1
18856	interact	42065	2
18875	collect	42041	2
18875	useitem	42008	2
18875	interact	42056	1
18901	hunter	42012	1
18901	interact	42066	2
18902	interact	42067	1
18902	hunter	42012	2
18902	interact	42066	3
18903	convoy	42002	1
18903	interact	42068	2
18911	interact	42070	1
18911	interact	42076	2
18911	interact	42071	3
18912	story	42016	1
18913	interact	42072	1
18913	interact	42073	1
18913	interact	42074	1
18913	interact	42075	1
18913	useitem	42009	2
18913	collect	42070	3
