STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83950	hunter	48660	1
83951	hunter	48661	1
83952	hunter	48662	1
83953	hunter	48663	1
83953	collect	48660	1
83954	hunter	48664	1
83954	collect	48661	1
83955	hunter	48665	1
83955	collect	48662	1
83956	hunter	48666	1
83956	hunter	48667	1
83956	hunter	48668	1
83957	hunter	48669	1
83957	hunter	48670	1
83957	hunter	48671	1
83958	collect	48663	1
83959	collect	48664	1
83960	collect	48665	1
83961	interact	48660	1
83962	interact	48661	1
83963	interact	48662	1
83964	interact	48663	1
83964	hunter	48672	2
83965	interact	48664	1
83965	hunter	48673	2
83966	interact	48665	1
83966	hunter	48674	2
83967	interact	48666	1
83967	hunter	48675	2
83968	interact	48667	1
83968	hunter	48676	2
83969	interact	48668	1
83969	interact	48669	1
83970	interact	48670	1
83970	interact	48671	1
83971	interact	48672	1
83971	interact	48673	1
83972	interact	48674	1
83972	interact	48675	1
