STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
82700	collect	56720	1
82701	hunter	56720	1
82703	hunter	56721	1
82704	interact	56720	1
82704	interact	56721	2
82704	collect	56721	3
82705	hunter	56722	1
82705	hunter	56723	1
82702	hunter	56726	1
82702	hunter	56727	1
82707	hunter	56728	1
82708	hunter	56729	1
82708	hunter	56730	1
82708	interact	56722	2
82709	hunter	56731	1
82711	hunter	56733	1
82710	hunter	56732	1
82710	hunter	56734	2
82710	collect	56722	2
82712	collect	56723	1
82713	interact	56723	1
82713	hunter	56735	3
82713	interact	56724	2
82713	hunter	56736	3
82715	interact	56726	1
82715	hunter	56737	2
82715	hunter	56738	2
82715	interact	56727	3
82716	interact	56728	1
82716	hunter	56739	2
82716	interact	56729	3
82717	hunter	56740	1
82717	hunter	56741	1
82717	collect	56725	2
82718	hunter	56742	1
82718	collect	56726	1
82719	interact	56730	1
82719	interact	56731	2
82720	hunter	56743	1
82720	hunter	56744	1
82721	hunter	56745	1
82721	collect	56727	1
82722	hunter	56746	1
82722	hunter	56746	1
82722	hunter	56746	1
82723	hunter	56747	1
82723	hunter	56748	1
82723	hunter	56749	1
82706	hunter	56724	1
82714	interact	56725	1
82714	collect	56728	2
