STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
39601	story	12800	1	
39604	interact	12800	1	
39604	hunter	12800	2	
39605	hunter	12801	1	
39606	hunter	12803	1	
39607	story	12802	1	
39608	collect	12800	1	
39611	interact	12803	1	
39611	interact	12804	2	
39611	interact	12805	3	
39625	useitem	12803	1	
39627	interact	12806	1	
39628	interact	12807	1	
39629	useitem	12804	1	
39616	useitem	12800	2	
39616	interact	12802	1	
39617	collect	12801	2	
39617	interact	12808	1	
39618	collect	12802	2	
39618	interact	12809	1	
39619	collect	12803	2	
39619	interact	12810	1	
39620	collect	12804	2	
39620	interact	12811	1	
39621	useitem	12801	2	
39621	interact	12812	1	
39622	useitem	12802	2	
39622	interact	12813	1	
39623	interact	12814	1	
39624	story	12801	2	
39624	interact	12815	1	
39626	collect	12805	2	
39626	interact	12816	1	
39630	hunter	12804	2	
39630	interact	12817	1	
39631	hunter	12805	2	
39631	interact	12818	1	
39632	useitem	12805	2	
39632	interact	12819	1	
39633	collect	12806	2	
39633	interact	12820	1	
39634	interact	12821	1	
39636	interact	12823	1	
39637	interact	12824	1	
39637	interact	12825	2	
39666	special	787	1	
39709	useitem	12807	1	
39709	useitem	12808	1	
39709	useitem	12809	1	
39668	collect	12820	1	
39669	collect	12821	1	
39670	collect	12822	1	
39671	collect	12823	1	
39741	useitem	12806	1	
39721	collect	12825	1	
39721	collect	12826	1	
39722	collect	12827	1	
39722	collect	12828	1	
39722	collect	12829	1	
39722	collect	12830	1	
39722	collect	12831	1	
39722	collect	12832	1	
39722	collect	12833	1	
39722	collect	12834	1	
39722	collect	12835	1	
39707	convoy	12801	1	
39641	hunter	12807	1	
39642	interact	12833	1	
39644	interact	12835	1	
39645	interact	12836	1	
39646	interact	12837	1	
39647	interact	12838	1	
39650	interact	12841	1	
39651	hunter	12808	1	
39652	hunter	12809	1	
39653	hunter	12810	1	
39654	hunter	12811	1	
39655	hunter	12812	1	
39656	hunter	12813	1	
39657	hunter	12814	1	
39658	hunter	12815	1	
39659	interact	12875	1	
39660	interact	12897	1	
39661	interact	12898	1	
39662	interact	12899	1	
39663	interact	12900	1	
39752	story	12803	1	
39753	collect	12846	1	
39743	interact	12832	1	
39635	interact	12822	1	
39635	collect	12848	2	
39801	hunter	12827	1	
39802	hunter	12828	1	
39803	hunter	12829	1	
39804	hunter	12830	1	
39805	hunter	12831	1	
39806	hunter	12832	1	
39807	hunter	12833	1	
39808	hunter	12834	1	
39809	hunter	12835	1	
39810	hunter	12836	1	
39811	hunter	12837	1	
39812	hunter	12838	1	
39813	hunter	12839	1	
39814	hunter	12840	1	
39815	hunter	12841	1	
39816	hunter	12842	1	
39817	hunter	12843	1	
39818	hunter	12844	1	
39819	hunter	12845	1	
39820	hunter	12846	1	
39821	hunter	12847	1	
39822	hunter	12848	1	
39823	hunter	12849	1	
39824	hunter	12850	1	
39825	hunter	12851	1	
39826	hunter	12852	1	
39827	hunter	12853	1	
39829	hunter	12854	1	
39830	hunter	12855	1	
39831	interact	12865	1	
39832	interact	12866	1	
39833	interact	12867	1	
39834	interact	12868	1	
39835	interact	12869	1	
39836	interact	12870	1	
39837	interact	12871	1	
39838	interact	12872	1	
39839	interact	12873	1	
39840	interact	12874	1	
39841	collect	12851	1	
39842	collect	12852	1	
39843	collect	12853	1	
39844	collect	12854	1	
39845	collect	12855	1	
39846	collect	12856	1	
39847	collect	12857	1	
39848	collect	12858	1	
39849	collect	12859	1	
39850	collect	12860	1	
39902	story	12812	1	
39902	interact	12853	2	
39904	story	12813	1	
39904	collect	12850	2	
39904	interact	12855	3	
39911	story	12820	1	
39913	interact	12876	1	
39852	hunter	12816	1	
39751	interact	12877	1	
39672	collect	12824	1	
39744	hunter	12858	1	
39744	convoy	12800	3	
39744	interact	12879	2	
39914	hunter	12825	1	
39914	hunter	12826	1	
39912	hunter	12856	1	
39912	hunter	12857	1	
39912	interact	12878	1	
39901	interact	12852	2	
39901	hunter	12859	1	
39905	interact	12857	1	
39905	interact	12858	2	
39905	story	12814	3	
39906	hunter	12821	1	
39906	story	12816	2	
39909	story	12818	1	
39909	hunter	12823	2	
39909	story	12819	3	
39915	convoy	12802	2	
39915	interact	12882	1	
39714	special	348	1	
39908	interact	12881	1	
39907	interact	12859	1	
39907	interact	12860	2	
39907	story	12861	3	
39907	interact	12861	4	
39907	interact	12862	5	
39745	collect	12862	1	
39755	collect	12862	1	
39723	collect	12862	1	
39702	interact	12883	-1	1
39702	interact	12884	-1	1
39702	interact	12885	-1	1
39702	interact	12886	-1	1
39702	interact	12887	-1	1
39711	question	12801	-1	1
39711	interact	12891	-1	1
39711	interact	12892	-1	1
39705	question	12800	-1	1
39705	interact	12888	-1	1
39705	interact	12889	-1	1
39705	interact	12890	-1	1
39713	hunter	12806	-1	1
39713	interact	12893	-1	1
39713	interact	12894	-1	1
39762	interact	12901	1	
39762	hunter	12861	2	
39763	interact	12902	1	
39763	hunter	12862	2	
39764	interact	12903	1	
39764	hunter	12863	2	
39766	interact	12904	1	
39766	hunter	12864	2	
39767	interact	12905	1	
39767	hunter	12865	2	
39768	interact	12906	1	
39768	hunter	12866	2	
39770	interact	12907	1	
39770	hunter	12867	2	
39771	interact	12908	1	
39771	hunter	12868	2	
39772	interact	12909	1	
39772	hunter	12869	2	
39774	interact	12910	1	
39774	hunter	12870	2	
39775	interact	12911	1	
39775	hunter	12871	2	
39776	interact	12912	1	
39776	hunter	12872	2	
39610	interact	12801	1	
39610	interact	12895	2	
39680	special	800	1	
39681	special	801	1	
39682	special	802	1	
39717	collect	12873	1	
39683	interact	12896	1	
39900	story	12810	3	
39900	interact	12850	4	
39900	interact	12851	5	
39900	story	12811	6	
39900	story	12862	1	
39900	interact	12913	2	
39673	question	12825	-1	1
39673	question	12826	-1	1
39673	question	12827	-1	1
39673	question	12828	-1	1
39673	question	12829	-1	1
39673	question	12830	-1	1
39673	question	12831	-1	1
39673	question	12832	-1	1
39673	question	12833	-1	1
39673	question	12834	-1	1
39781	special	807	1	
39781	special	808	1	
39782	special	809	1	
39782	special	810	1	
39828	hunter	12873	1	
39903	interact	12854	2	
39903	hunter	12820	3	
39719	question	12802	1	
39903	interact	12880	1	
39720	collect	12874	1	
39758	story	12821	1	
39759	collect	12875	-1	3
39759	collect	12876	-1	3
39759	collect	12877	-1	3
39759	collect	12878	-1	3
39759	collect	12879	-1	3
39759	collect	12880	-1	3
39759	collect	12881	-1	3
39759	collect	12882	-1	3
39759	collect	12883	-1	3
39759	collect	12884	-1	3
39638	collect	12885	1	
39639	collect	12886	1	
39640	collect	12887	1	
39664	collect	12888	1	
39665	collect	12889	1	
39643	collect	12890	1	
39648	collect	12891	1	
39649	collect	12892	1	
39667	collect	12819	-1	
39667	collect	12820	-1	
39667	collect	12821	-1	
39667	collect	12822	-1	
39667	collect	12823	-1	
39674	collect	12863	-1	1
39674	collect	12864	-1	1
39674	collect	12865	-1	1
39674	collect	12866	-1	1
39674	collect	12867	-1	1
39674	collect	12868	-1	1
39674	collect	12869	-1	1
39674	collect	12870	-1	1
39674	collect	12871	-1	1
39674	collect	12872	-1	1
