STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
24002	interact	4001	0	
24003	story	4001	1	
24005	interact	4088	2	
24005	interact	4002	1	
24010	interact	4089	1	
24010	interact	4090	2	
24010	interact	4091	3	
24013	interact	4084	1	
24013	interact	4005	1	
24013	interact	4006	1	
24013	hunter	4001	2	
24014	choose	2	1	
24015	interact	4092	1	
24015	interact	4093	2	
24015	story	4518	3	
24016	interact	4094	1	
24016	hunter	4002	2	
24017	interact	4331	1	
24017	interact	4093	2	
24017	hunter	4218	3	
24018	collect	4001	1	
24019	convoy	4001	1	
24019	hunter	4003	2	
24019	interact	4095	3	
24021	interact	4007	1	
24021	interact	4008	1	
24021	interact	4009	1	
24021	hunter	4159	2	
24022	story	4004	1	
24024	interact	4096	2	
24024	interact	4330	1	
24026	hunter	4004	3	
24026	interact	4082	2	
24026	interact	4083	4	
24026	story	4005	1	
24027	choose	1	1	
24028	interact	4324	2	
24028	interact	4312	3	
24028	story	4157	4	
24028	interact	4327	1	
24029	collect	4002	1	
24029	collect	4003	1	
24029	interact	4312	2	
24029	story	4157	3	
24031	useitem	4001	1	
24031	interact	4097	2	
24031	interact	4098	3	
24031	useitem	4002	4	
24034	interact	4012	1	
24034	useitem	4068	2	
24034	story	4006	3	
24035	interact	4320	1	
24035	interact	4321	1	
24035	interact	4322	1	
24035	interact	4323	2	
24036	hunter	4005	1	
24037	interact	4013	1	
24040	interact	4332	1	
24041	interact	4099	1	
24041	interact	4100	2	
24041	interact	4101	3	
24041	hunter	4007	4	
24044	interact	4328	1	
24044	convoy	4045	2	
24046	interact	4102	3	
24046	interact	4314	1	
24046	hunter	4217	2	
24046	useitem	4003	4	
24049	interact	4342	1	
24050	story	4522	1	
24050	interact	4343	2	
24051	story	4526	1	
24052	special	572	1	
24052	story	4527	2	
24053	story	4080	1	
24053	interact	4348	2	
24055	interact	4349	1	
24055	collect	4080	2	
24056	hunter	4228	1	
24057	hunter	4229	1	
24058	collect	4007	2	
24058	interact	4350	1	
24059	interact	4014	1	
24061	special	573	1	
24062	interact	4345	1	
24063	interact	4122	1	
24063	hunter	4010	2	
24064	convoy	4047	1	
24064	interact	4351	2	
24065	hunter	4230	1	
24066	hunter	4011	1	
24066	story	4524	2	
24067	hunter	4231	1	
24068	interact	4112	1	
24068	interact	4113	3	
24068	hunter	4013	2	
24073	interact	4346	1	
24074	story	4528	2	
24074	special	574	1	
24075	interact	4347	1	
24076	story	4531	1	
24077	hunter	4220	1	
24078	collect	4082	1	
24079	interact	4221	2	
24079	collect	4083	1	
24081	convoy	4048	1	
24085	story	4529	1	
24086	special	575	1	
24087	story	4530	1	
24089	story	4532	2	
24089	interact	4334	1	
24090	hunter	4232	1	
24091	interact	4337	1	
24092	hunter	4233	1	
24093	hunter	4334	1	
24093	story	4533	2	
24094	collect	4084	1	
24095	convoy	4049	1	
24096	hunter	4335	1	
24096	interact	4352	2	
24096	story	4534	3	
24096	story	4535	4	
24097	hunter	4336	1	
24097	convoy	4050	2	
24097	interact	4353	3	
24098	story	4536	1	
24098	interact	4354	2	
24098	interact	4355	3	
24098	interact	4356	4	
24098	interact	4357	5	
24098	interact	4358	6	
24099	interact	4359	1	
24099	useitem	4085	2	
24099	interact	4360	3	
24100	hunter	4337	1	
24100	story	4537	2	
24101	interact	4361	1	
24101	story	4358	2	
24101	hunter	4338	3	
24101	interact	4362	4	
24101	hunter	4339	5	
24102	interact	4363	1	
24102	interact	4364	2	
24102	interact	4365	3	
24102	interact	4366	4	
24102	hunter	4340	5	
24102	collect	4085	6	
24103	interact	4367	1	
24103	interact	4368	2	
24103	story	4538	3	
24103	story	4539	4	
24104	hunter	4341	1	
24104	story	4540	2	
24104	interact	4369	3	
24105	interact	4340	1	
