STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
39202	story	12602	1	
39202	story	12603	2	
39206	collect	12600	1	
39210	convoy	12600	1	
39211	convoy	12601	1	
39212	convoy	12602	1	
39213	convoy	12603	1	
39214	convoy	12604	1	
39215	convoy	12605	1	
39216	convoy	12606	1	
39217	convoy	12607	1	
39218	convoy	12608	1	
39219	convoy	12609	1	
39220	convoy	12610	1	
39221	convoy	12611	1	
39222	convoy	12612	1	
39223	convoy	12613	1	
39224	convoy	12614	1	
39225	convoy	12615	1	
39226	convoy	12616	1	
39227	convoy	12617	1	
39228	convoy	12618	1	
39229	convoy	12619	1	
39205	interact	12610	1	
39205	interact	12611	2	
39230	question	12600	-1	
39230	question	12601	-1	
39230	question	12602	-1	
39230	question	12603	-1	
39230	question	12604	-1	
39230	question	12605	-1	
39230	question	12606	-1	
39230	question	12607	-1	
39230	question	12608	-1	
39230	question	12609	-1	
39232	interact	12616	1	
39232	interact	12617	1	
39232	interact	12618	1	
39232	interact	12619	1	
39232	collect	12617	2	
39233	collect	12618	1	
39240	interact	12621	1	
39240	hunter	12609	2	
39240	interact	12622	2	
39240	collect	12622	3	
39234	collect	12623	1	
39243	convoy	12620	-1	
39243	convoy	12621	-1	
39243	convoy	12622	-1	
39243	convoy	12623	-1	
39402	interact	12700	1	
39301	question	12701	1	
39312	question	12699	1	
39207	interact	12614	1	
39207	interact	12613	1	
39207	collect	12616	2	
39501	interact	12701	1	
39501	interact	12702	2	
39502	story	12701	1	
39504	interact	12703	1	
39504	story	12704	2	
39315	useitem	12650	-1	4
39315	useitem	12651	-1	4
39315	useitem	12652	-1	4
39315	useitem	12653	-1	4
39508	story	12611	1	
39515	story	12631	1	
39516	interact	12629	1	
39516	interact	12630	1	
39250	collect	12799	1	
39251	collect	12796	1	
39259	interact	12798	1	
39259	hunter	12799	2	
39259	interact	12797	2	
39259	collect	12791	3	
39260	interact	12796	1	
39260	hunter	12798	2	
39260	interact	12795	2	
39260	collect	12790	3	
39261	interact	12789	1	
39261	hunter	12797	2	
39261	interact	12788	2	
39261	collect	12789	3	
39264	convoy	12799	-1	
39264	convoy	12798	-1	
39264	convoy	12797	-1	
39264	convoy	12796	-1	
39201	interact	12600	3	
39201	interact	12601	4	
39201	interact	12612	2	
39201	interact	12640	1	
39245	collect	12613	1	
39451	collect	12701	1	
39452	collect	12702	1	
39453	collect	12703	1	
39454	collect	12704	1	
39455	collect	12705	1	
39456	collect	12706	1	
39457	collect	12707	1	
39458	collect	12708	1	
39459	collect	12709	1	
39460	collect	12710	1	
39461	collect	12711	1	
39462	collect	12712	1	
39463	collect	12713	1	
39464	collect	12714	1	
39465	collect	12715	1	
39466	collect	12716	1	
39467	collect	12717	1	
39468	collect	12718	1	
39469	collect	12719	1	
39470	collect	12720	1	
39471	collect	12721	1	
39472	collect	12722	1	
39473	collect	12723	1	
39474	collect	12724	1	
39475	collect	12725	1	
39476	collect	12726	1	
39477	collect	12727	1	
39478	collect	12728	1	
39479	collect	12729	1	
39480	collect	12730	1	
39481	collect	12731	1	
39482	collect	12732	1	
39483	collect	12733	1	
39484	collect	12734	1	
39485	collect	12735	1	
39486	collect	12736	1	
39487	collect	12737	1	
39488	collect	12738	1	
39489	collect	12739	1	
39490	collect	12740	1	
39491	collect	12741	1	
39492	collect	12742	1	
39493	collect	12743	1	
39494	collect	12744	1	
39495	collect	12745	1	
39496	collect	12746	1	
39497	collect	12747	1	
39498	collect	12748	1	
39499	collect	12749	1	
39450	collect	12700	1	
39255	special	792	1	
39256	special	793	1	
39237	special	791	1	
39236	useitem	12619	2	
39236	useitem	12620	2	
39236	interact	12602	1	
39238	collect	12620	2	
39238	interact	12603	1	
39241	useitem	12621	2	
39241	useitem	12622	2	
39241	interact	12604	1	
39410	useitem	12614	1	
39410	interact	12710	2	
39411	useitem	12660	2	
39411	interact	12711	3	
39411	interact	12689	1	
39412	useitem	12662	1	
39412	useitem	12663	1	
39231	interact	12615	2	
39231	useitem	12616	3	
39231	useitem	12617	4	
39231	useitem	12618	5	
39231	interact	12638	1	
39242	collect	12625	2	
39242	collect	12626	2	
39242	collect	12627	2	
39242	collect	12628	2	
39242	interact	12606	1	
39247	interact	12623	2	
39247	useitem	12799	3	
39247	useitem	12798	4	
39247	useitem	12797	5	
39247	interact	12639	1	
39248	interact	12634	1	
39248	interact	12635	1	
39248	interact	12636	1	
39248	interact	12637	1	
39248	collect	12629	2	
39249	collect	12630	1	
39254	useitem	12796	2	
39254	useitem	12795	2	
39254	interact	12632	1	
39257	interact	12799	1	
39257	collect	12793	2	
39262	useitem	12794	2	
39262	useitem	12793	2	
39262	interact	12641	1	
39263	collect	12788	2	
39263	collect	12787	2	
39263	collect	12786	2	
39263	collect	12785	2	
39263	interact	12642	1	
39268	collect	12601	1	
39269	collect	12602	1	
39244	useitem	12601	-1	
39244	useitem	12602	-1	
39265	useitem	12603	-1	
39265	useitem	12604	-1	
39266	useitem	12605	-1	
39266	useitem	12606	-1	
39267	useitem	12607	-1	
39267	useitem	12608	-1	
39400	hunter	12615	2	
39400	interact	12644	1	
39400	interact	12708	3	
39406	hunter	12610	1	
39406	interact	12707	2	
39500	interact	12699	1	
39503	story	12702	1	
39275	interact	12715	1	
39276	interact	12716	1	
39507	useitem	12613	1	
39507	interact	12705	1	
39512	story	12626	1	
39512	story	12627	1	
39512	interact	12627	2	
39513	story	12628	1	
39513	story	12629	1	
39350	collect	12680	1	
39351	interact	12751	1	
39352	interact	12752	1	
39353	interact	12753	1	
39552	interact	12721	1	
39552	hunter	12721	2	
39553	interact	12722	1	
39553	hunter	12722	2	
39554	interact	12723	1	
39554	hunter	12723	2	
39556	interact	12724	1	
39556	hunter	12724	2	
39557	interact	12725	1	
39557	hunter	12725	2	
39558	interact	12726	1	
39558	hunter	12726	2	
39560	interact	12727	1	
39560	hunter	12727	2	
39561	interact	12728	1	
39561	hunter	12728	2	
39562	interact	12729	1	
39562	hunter	12729	2	
39564	interact	12730	1	
39564	hunter	12730	2	
39565	interact	12731	1	
39565	hunter	12731	2	
39566	interact	12732	1	
39566	hunter	12732	2	
39302	interact	12735	1	
39323	collect	12674	2	
39323	useitem	12666	1	
39320	useitem	12671	-1	1
39320	useitem	12672	-1	1
39320	useitem	12673	-1	1
39305	collect	12751	-1	1
39305	collect	12752	-1	1
39305	collect	12753	-1	1
39316	collect	12682	2	
39316	interact	12694	1	
39304	interact	12651	1	
39304	interact	12652	2	
39304	interact	12653	3	
39573	convoy	12624	1	
39281	special	811	1	
39414	interact	12712	1	
39414	collect	12684	2	
39408	collect	12683	2	
39408	interact	12646	1	
39282	collect	12685	1	
39282	collect	12686	1	
39282	collect	12687	1	
39282	collect	12688	1	
39282	collect	12689	1	
39436	hunter	12733	-1	1
39436	hunter	12734	-1	1
39436	hunter	12735	-1	1
39436	hunter	12736	-1	1
39436	hunter	12737	-1	1
39203	story	12604	1	
39203	interact	12605	2	
39204	story	12606	1	
39204	hunter	12608	3	
39204	interact	12607	2	
39311	collect	12699	1	
39510	hunter	12611	2	
39510	hunter	12612	2	
39510	interact	12754	1	
39506	collect	12632	1	
39506	collect	12633	1	
39506	collect	12634	1	
39505	interact	12666	1	
39505	hunter	12613	2	
39575	hunter	12738	1	
39575	hunter	12739	1	
39575	hunter	12741	1	
39575	hunter	12742	1	
39575	hunter	12743	1	
39575	hunter	12744	1	
39575	hunter	12745	1	
39575	hunter	12746	1	
39576	collect	12754	1	
39578	story	12705	1	
39246	collect	12635	2	
39246	collect	12636	2	
39246	interact	12631	1	
39246	collect	12637	2	
39270	collect	12638	2	
39270	collect	12639	2	
39270	collect	12640	2	
39270	interact	12643	1	
39579	interact	12755	1	
39579	interact	12756	2	
