STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84500	hunter	51750	1
84500	interact	51750	2
84500	hunter	51751	3
84501	hunter	51752	1
84501	interact	51751	2
84501	hunter	51753	3
84502	hunter	51754	1
84502	interact	51752	2
84502	hunter	51755	3
84503	hunter	51756	1
84503	interact	51753	2
84503	interact	51754	3
84504	hunter	51757	1
84504	interact	51755	2
84504	hunter	51758	3
84505	hunter	51759	1
84505	interact	51756	2
84505	hunter	51760	3
84506	hunter	51761	1
84506	interact	51757	2
84506	hunter	51762	3
84507	interact	51758	2
84507	interact	51759	3
84507	hunter	51763	1
84508	interact	51760	1
84508	interact	51761	2
84508	collect	51750	3
84509	hunter	51764	1
84509	interact	51762	2
84509	interact	51763	3
84510	hunter	51765	1
84510	interact	51764	2
84510	hunter	51766	2
84511	interact	51765	1
84511	interact	51766	2
84511	collect	51751	3
84512	hunter	51768	1
84512	interact	51767	3
84512	hunter	51769	2
84513	interact	51768	1
84513	interact	51769	2
84513	hunter	51770	3
84514	hunter	51771	1
84514	interact	51770	2
84514	hunter	51772	3
84515	interact	51771	1
84515	interact	51772	2
84515	interact	51773	3
84516	hunter	51773	1
84516	interact	51774	2
84516	collect	51752	3
