STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84150	story	49600	1
84151	story	49601	1
84152	story	49602	1
84153	story	49603	1
84154	story	49604	1
84155	story	49605	1
84156	story	49606	1
84157	story	49607	1
84158	story	49608	1
84159	story	49609	1
84160	story	49610	1
84162	story	49612	1
84163	story	49613	1
84164	story	49614	1
84165	question	49600	1
84166	question	49601	1
84167	question	49602	1
84168	question	49603	1
84169	question	49604	1
84171	interact	49600	1
84171	hunter	49600	2
84171	collect	49600	3
84178	hunter	49607	1
84178	collect	49607	2
84179	interact	49608	1
84179	hunter	49608	2
84179	collect	49608	3
84180	interact	49609	1
84180	hunter	49609	2
84180	collect	49609	2
84181	hunter	49610	3
84181	interact	49610	2
84181	hunter	49620	1
84182	interact	49611	2
84182	hunter	49611	3
84182	hunter	49621	1
84183	interact	49612	1
84183	hunter	49612	2
84183	hunter	49622	3
84184	interact	49613	2
84184	hunter	49613	1
84184	hunter	49623	3
84185	interact	49614	2
84185	hunter	49614	3
84185	hunter	49624	1
84188	interact	49617	2
84188	hunter	49617	1
84188	hunter	49627	3
84190	interact	49619	1
84190	hunter	49619	2
84191	hunter	49630	1
84194	hunter	49633	1
84195	hunter	49634	1
84196	hunter	49635	1
84197	hunter	49636	1
84198	hunter	49637	1
84199	hunter	49638	1
84200	collect	49610	1
84201	collect	49611	1
84202	collect	49612	1
84204	collect	49614	1
84205	collect	49615	1
84206	collect	49616	1
84208	collect	49618	1
84212	interact	49622	1
84212	interact	49627	2
84213	interact	49623	1
84213	interact	49628	2
84224	collect	49623	1
84224	collect	49628	2
84225	collect	49624	1
84240	interact	49647	1
84240	hunter	49648	2
84240	interact	49648	3
84241	interact	49649	1
84241	story	49617	2
84222	collect	49626	1
84223	collect	49627	1
84248	collect	49632	1
84248	hunter	49650	2
84249	story	49619	1
84250	interact	49657	1
84250	hunter	49651	2
84250	interact	49658	3
84250	collect	49633	4
84251	interact	49659	1
84251	hunter	49652	2
84251	interact	49660	3
