STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
22385	story	3201	1
22386	interact	3201	1
22386	interact	3202	2
22386	story	3202	3
22387	interact	3203	1
22387	collect	3201	2
22390	story	3204	1
22391	collect	3203	1
22389	story	3203	1
22389	hunter	3201	2
22389	interact	3204	3
22389	collect	3202	4
22392	interact	3205	1
22392	interact	3206	2
22392	interact	3207	3
22392	convoy	3201	4
22393	hunter	3202	1
22393	interact	3208	2
22393	convoy	3202	3
22394	hunter	3203	1
22394	interact	3209	2
22396	story	3205	1
22396	interact	3211	2
22397	story	3206	1
22397	interact	3212	2
22398	interact	3213	1
22398	interact	3214	2
22398	useitem	3201	3
22399	story	3207	1
22401	hunter	3205	1
22401	interact	3215	2
22402	story	3208	1
22402	interact	3216	2
22402	hunter	3206	3
22403	story	3209	1
22403	interact	3217	2
22403	hunter	3207	3
22404	interact	3218	1
22404	story	3210	2
22405	hunter	3208	1
22406	convoy	3204	1
22407	convoy	3205	1
22408	collect	3204	1
22409	hunter	3209	1
22409	story	3211	2
22432	hunter	3210	1
22395	hunter	3204	1
22395	convoy	3203	3
22395	interact	3210	2
