STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84351	interact	50750	1
84351	collect	50750	2
84354	hunter	50755	1
84354	interact	50753	2
84354	hunter	50756	3
84354	interact	50754	4
84355	hunter	50757	1
84355	interact	50755	2
84355	interact	50756	3
84356	hunter	50758	1
84356	interact	50757	2
84356	interact	50758	3
84356	collect	50755	4
84358	hunter	50760	1
84358	interact	50760	2
84358	hunter	50761	3
84359	hunter	50762	1
84359	interact	50761	2
84359	hunter	50763	3
84359	interact	50762	4
84360	hunter	50764	1
84360	interact	50763	2
84361	hunter	50765	1
84361	interact	50764	2
84361	collect	50757	3
84361	collect	50758	4
84362	hunter	50766	1
84362	interact	50765	2
84362	hunter	50767	3
84362	interact	50766	4
84363	hunter	50768	1
84363	interact	50767	2
84363	collect	50769	3
84364	hunter	50769	1
84364	interact	50768	2
84364	hunter	50770	3
84364	collect	50759	4
84365	hunter	50771	1
84365	interact	50769	2
84365	hunter	50772	4
84365	interact	50770	3
84366	interact	50771	1
84366	hunter	50773	2
84366	interact	50772	3
84353	hunter	50754	1
84353	collect	50752	2
84353	collect	50754	3
84357	hunter	50759	1
84357	interact	50759	2
84357	interact	50773	3
84352	interact	50751	1
84352	interact	50752	2
84352	collect	50793	3
84350	hunter	50750	1
84350	hunter	50751	1
84350	hunter	50752	1
