STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
86900	hunter	58401	1
86901	special	118	1
86903	special	119	1
86904	collect	58403	1
86906	collect	58404	1
86909	hunter	58402	1
86905	special	279	1
86907	special	280	1
86908	special	281	1
86910	hunter	58403	1
86911	special	282	1
86912	collect	58402	1
86902	collect	58401	1
86914	collect	58405	1
86913	hunter	58404	1
86913	hunter	58405	1
86915	special	283	1
86916	hunter	58406	1
86916	hunter	58407	2
86917	hunter	58408	1
86917	hunter	58409	1
86918	collect	58406	1
86919	hunter	58410	1
86919	story	58401	2
86920	special	334	1
86922	story	58403	1
86922	story	58404	2
86922	hunter	58413	3
86922	interact	58403	4
86922	special	590	5
86921	story	58402	1
86921	hunter	58411	2
86921	interact	58402	3
86921	special	589	4
86923	story	58405	1
86923	story	58406	2
86923	hunter	58414	3
86923	story	58407	4
86923	special	591	5
86927	interact	58406	1	
86927	story	58408	2	
