STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
42049	interact	5036	1
42052	hunter	5007	1
42055	collect	5008	1
42058	convoy	5009	1
42061	hunter	5008	1
42069	convoy	5012	1
42071	useitem	5001	1
42074	useitem	5002	1
42076	hunter	5010	1
42079	collect	5009	1
42080	hunter	5011	1
42081	convoy	5014	1
42081	collect	5010	2
42085	collect	5011	1
42087	hunter	5012	1
42090	interact	5037	1
42091	hunter	5013	1
42094	hunter	5014	1
42097	hunter	5015	1
42102	hunter	5016	1
42103	interact	5038	1
42103	interact	5049	2
42106	hunter	5017	1
42106	hunter	5018	2
42110	interact	5039	1
42110	interact	5040	2
42114	interact	5041	1
42114	hunter	5019	2
42114	interact	5042	3
42114	story	5002	4
42117	interact	5043	1
42117	interact	5044	2
42120	useitem	5003	1
42122	hunter	5020	1
42138	useitem	5005	1
42145	story	5004	1
42149	hunter	5024	1
42149	interact	5051	2
42152	useitem	5008	1
42152	hunter	5025	2
42157	hunter	5026	1
42157	interact	5054	2
42161	story	5005	1
42162	useitem	5010	1
42162	interact	5056	2
42162	hunter	5028	3
42165	story	5006	1
42166	interact	5057	1
42166	collect	5015	2
42171	hunter	5029	1
42171	hunter	5030	2
42173	story	5007	1
42181	useitem	5011	1
42181	interact	5064	2
42183	hunter	5032	1
42183	interact	5065	2
42185	story	5008	1
42186	useitem	5012	1
42186	interact	5066	2
42186	collect	5019	3
42189	useitem	5013	1
42189	interact	5067	2
42193	story	5009	1
42193	interact	5069	2
42195	convoy	5024	1
42195	interact	5070	2
42197	useitem	5014	1
42197	useitem	5015	2
42198	hunter	5033	1
42198	interact	5071	2
42198	interact	5072	3
42200	story	5010	1
42201	hunter	5034	1
42201	interact	5073	2
42205	collect	5020	1
42205	interact	5074	2
42207	interact	5075	1
42213	interact	5078	1
42225	useitem	5018	1
42226	hunter	5039	1
42226	interact	5081	2
42229	hunter	5040	1
42229	hunter	5041	1
42229	hunter	5042	2
42231	hunter	5043	1
42231	interact	5082	2
42236	interact	5083	1
42238	story	5011	1
42238	hunter	5044	2
42238	interact	5084	3
42238	interact	5085	4
42241	story	5200	1
42242	interact	5200	1
42245	interact	5204	1
42245	hunter	5201	2
42245	interact	5205	3
42246	interact	5206	1
42246	interact	5207	2
42246	interact	5208	3
42246	interact	5209	4
42247	hunter	5202	1
42247	interact	5210	2
42248	story	5201	1
42249	interact	5211	1
42249	convoy	5200	2
42249	interact	5212	3
42250	interact	5213	1
42250	useitem	5200	2
42251	convoy	5201	1
42252	useitem	5201	1
42252	interact	5214	2
42252	useitem	5202	3
42253	story	5202	1
42254	collect	5200	1
42255	hunter	5203	1
42255	interact	5215	2
42255	hunter	5204	3
42256	interact	5216	1
42256	hunter	5205	2
42256	story	5203	3
42257	story	5204	1
42258	interact	5217	1
42258	interact	5218	2
42258	convoy	5202	3
42259	interact	5219	1
42259	hunter	5206	2
42260	story	5205	1
42261	useitem	5203	1
42261	interact	5220	2
42262	story	5206	1
42263	interact	5221	1
42263	useitem	5204	2
42263	hunter	5207	3
42264	story	5207	1
42265	interact	5222	1
42265	collect	5201	2
42266	interact	5223	1
42266	interact	5224	2
42267	hunter	5208	1
42268	interact	5225	1
42268	convoy	5203	2
42269	interact	5226	1
42269	interact	5227	2
42269	hunter	5209	3
42269	collect	5202	4
