STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
82200	story	40600	1
82200	hunter	40600	2
82200	collect	40600	3
82203	interact	40600	1
82203	interact	40601	2
82204	hunter	40603	1
82204	collect	40605	2
82205	hunter	40604	1
82205	collect	40606	2
82206	story	40601	1
82206	collect	40607	2
82207	hunter	40605	1
82207	collect	40608	2
82208	collect	40609	1
82208	hunter	40606	2
82208	hunter	40607	3
82211	interact	40602	1
82211	useitem	40600	2
82212	collect	40613	1
82212	collect	40614	2
82213	interact	40603	1
82213	interact	40604	2
82214	hunter	40609	1
82214	hunter	40610	2
82214	interact	40605	3
82215	collect	40615	1
82215	interact	40606	2
82216	story	40603	1
82216	collect	40616	2
82216	hunter	40611	3
82217	story	40604	1
82217	collect	40617	2
82218	story	40605	1
82218	question	40601	2
82218	hunter	40612	3
82218	collect	40618	4
82210	story	40602	1
82210	collect	40612	2
82209	collect	40610	1
82209	hunter	40608	2
82209	collect	40611	2
82201	hunter	40601	1
82201	collect	40601	1
82202	collect	40602	1
82202	collect	40603	2
82202	hunter	40602	3
82202	collect	40604	3
