STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
37522	special	816	1
37522	special	817	1
37522	special	818	1
37521	special	813	1
37521	special	814	1
37521	special	815	1
37503	hunter	11501	1
37542	special	942	1
37544	special	945	1
37545	special	946	1
37547	special	948	1
37548	special	949	1
37549	special	950	1
37543	special	944	2
37550	special	951	1
37551	special	952	1
37552	special	953	1
37553	special	954	1
37554	special	955	1
37555	interact	11533	1
37555	interact	11534	2
37556	interact	11537	1
37557	special	958	1
37546	special	947	1
37546	special	951	2
37526	special	935	1
37526	special	936	3
37526	special	937	2
