STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
85153	interact	41603	1
85154	interact	41604	1
85155	hunter	41600	1
85155	interact	41605	2
85155	collect	41606	3
85156	interact	41606	1
85156	interact	41607	2
85157	interact	41608	1
85157	interact	41609	2
85159	collect	41600	1
85160	interact	41610	1
85160	interact	41611	2
85160	interact	41612	3
85160	interact	41613	4
85161	story	41601	1
85161	interact	41614	2
85163	interact	41616	1
85164	hunter	41601	1
85164	hunter	41602	2
85164	hunter	41603	3
85166	hunter	41604	1
85173	useitem	41604	1
85173	useitem	41605	2
85173	useitem	41606	3
85174	interact	41621	1
85174	interact	41622	2
85174	collect	41604	3
85174	hunter	41605	4
85172	collect	41602	1
85171	interact	41620	1
85171	interact	41615	2
85150	useitem	41600	1
85150	interact	41600	2
85150	useitem	41601	3
85150	interact	41601	4
85151	interact	41623	1
85151	interact	41624	2
85167	interact	41625	1
85168	interact	41626	1
85169	interact	41627	1
85170	interact	41628	1
85165	interact	41617	1
85165	interact	41618	1
85165	interact	41619	1
