STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
73701	interact	73701	1	
73701	interact	73702	2	
73701	interact	73703	2	
73701	interact	73704	2	
73702	interact	73705	1	
73702	hunter	73701	2	
73702	interact	73706	3	
73703	interact	73707	1	
73703	interact	73708	2	
73703	useitem	73701	3	
73703	interact	73709	4	
73704	interact	73710	1	
73704	interact	73711	2	
73704	story	73701	3	
73704	hunter	73702	4	
73704	story	73702	5	
73706	interact	73714	1	
73706	story	73704	2	
73707	interact	73715	1	
73707	hunter	73704	2	
73707	story	73705	3	
73708	interact	73716	1	
73708	interact	73717	2	
73708	story	73706	3	
73708	story	73707	4	
73705	interact	73712	1	
73705	interact	73713	2	
73705	hunter	73703	3	
73705	story	73703	4	
73705	hunter	73705	3	
73705	hunter	73706	3	
73710	interact	73718	1	
73710	interact	73719	2	
73710	interact	73720	3	
73710	interact	73721	4	
73710	story	73708	5	
73711	interact	73722	1	
73711	interact	73723	2	
73711	interact	73724	3	
73711	interact	73725	4	
73711	interact	73726	5	
73712	story	73709	1	
73712	story	73710	2	
73712	story	73711	3	
73712	story	73712	4	
73712	interact	73727	5	
73716	interact	73733	1	
73716	interact	73734	2	
73716	story	73714	3	
73716	hunter	73707	4	
73715	interact	73729	1	
73715	interact	73730	2	
73715	interact	73731	3	
73715	interact	73732	5	
73715	interact	73748	4	
73713	collect	73742	1	
73713	useitem	73702	2	
73713	interact	73745	3	
73714	collect	73703	1	
73714	useitem	73703	2	
73714	interact	73747	3	
73714	interact	73728	4	
73714	story	73713	5	
73714	interact	73749	6	
73717	question	73701	1	
73717	interact	73740	2	
73717	story	73716	4	
73717	interact	73735	5	
73717	interact	73736	6	
73717	story	73715	3	
73718	interact	73737	2	
73718	interact	73738	3	
73718	hunter	73708	4	
73718	interact	73739	5	
73718	interact	73750	1	
