STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
80193	collect	31792	1
80194	hunter	31793	2
80194	hunter	31794	2
80194	interact	31793	1
80196	collect	31794	1
80199	story	31792	1
80200	hunter	31798	1
80200	hunter	31799	1
80201	collect	31796	1
80203	hunter	31802	1
80206	hunter	31804	1
80206	hunter	31803	1
80207	collect	31797	1
80210	hunter	31807	1
80210	hunter	31808	1
80209	hunter	31806	1
80209	collect	31798	4
80209	interact	31797	2
80209	interact	31798	3
80211	hunter	31809	1
80211	interact	31799	2
80211	interact	31800	3
80211	collect	31800	4
80212	hunter	31810	1
80212	question	31792	2
80212	collect	31801	4
80212	interact	31801	3
80213	hunter	31811	1
80213	interact	31802	2
80213	interact	31803	3
80213	hunter	31812	4
80214	interact	31804	1
80214	hunter	31813	2
80214	interact	31805	3
80214	useitem	31792	4
80192	hunter	31792	1
80192	collect	31799	2
80202	hunter	31800	1
80202	hunter	31801	1
80198	hunter	31796	1
80198	collect	31795	2
80208	interact	31795	1
80208	hunter	31805	2
80208	hunter	31815	3
80215	interact	31807	1
80215	hunter	31814	2
80215	hunter	31816	2
80204	hunter	31817	1
80204	interact	31792	2
80195	collect	31793	2
80195	hunter	31795	1
