STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
28673	interact	1350	1
28675	hunter	1350	1
28675	interact	1351	2
28676	hunter	1351	1
28676	interact	1352	2
28676	convoy	1350	3
28677	interact	1353	1
28678	interact	1354	1
28679	collect	1350	1
28685	interact	1355	1
28685	hunter	1352	2
28685	interact	1356	3
28686	interact	1357	1
28687	hunter	1353	1
28687	hunter	1354	1
28688	collect	1351	1
28689	story	1350	1
28690	hunter	1355	1
28690	hunter	1356	2
28691	hunter	1357	1
28692	story	1351	1
28698	story	1352	1
28699	hunter	1358	1
28700	interact	1359	1
28700	hunter	1359	2
28700	hunter	1360	2
28702	interact	1361	1
28702	hunter	1362	2
28701	hunter	1361	1
28703	interact	1358	1
28704	interact	1362	1
28705	useitem	1350	1
28706	interact	1363	1
28711	hunter	1363	1
28711	hunter	1364	2
28712	interact	1364	2
28712	hunter	1365	1
28713	collect	1352	1
28714	interact	1365	1
28715	story	1353	1
28716	hunter	1366	1
