STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83600	hunter	46800	1
83600	interact	46800	2
83600	hunter	46801	3
83601	hunter	46802	1
83601	interact	46801	2
83601	collect	46800	3
83602	hunter	46803	1
83602	interact	46802	2
83602	hunter	46804	3
83603	hunter	46805	1
83603	interact	46803	2
83603	hunter	46806	3
83604	hunter	46807	1
83604	interact	46804	2
83604	hunter	46808	3
83605	interact	46805	1
83605	interact	46806	2
83605	hunter	46809	3
83606	hunter	46810	1
83606	interact	46807	2
83606	hunter	46811	3
83607	hunter	46812	1
83607	interact	46808	2
83607	collect	46801	3
83608	hunter	46813	1
83608	interact	46809	2
83608	collect	46802	3
83609	hunter	46814	1
83609	interact	46810	2
83609	hunter	46815	3
83610	hunter	46816	1
83610	interact	46811	2
83610	hunter	46817	3
83611	hunter	46818	1
83611	interact	46812	2
83612	hunter	46819	1
83612	interact	46813	2
83612	hunter	46820	3
83613	hunter	46821	1
83613	interact	46814	2
83613	hunter	46822	3
83614	hunter	46823	1
83614	interact	46815	2
83614	hunter	46824	3
83615	hunter	46825	1
83615	interact	46816	2
83615	collect	46803	3
83616	interact	46817	1
83616	interact	46818	2
83616	interact	46819	3
