STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
56011	story	81011	1
56023	interact	81023	1
56023	hunter	81021	2
56033	interact	81033	1
56033	hunter	81031	2
56046	interact	81049	1
56046	interact	81050	2
56032	story	81302	1
56034	story	81031	1
56041	story	81041	1
56031	interact	81031	1
56025	hunter	81022	1
56051	hunter	81051	-1
56051	hunter	81052	-1
56051	hunter	81053	-1
56051	hunter	81054	-1
56051	hunter	81055	-1
56051	hunter	81056	-1
56051	hunter	81057	-1
56051	hunter	81058	-1
56052	story	81052	1
56053	story	81053	1
56054	story	81054	1
56042	story	81042	1
56043	hunter	81041	1
56043	story	81043	2
56044	interact	81044	1
56044	interact	81045	2
56044	interact	81046	3
56044	interact	81047	4
56044	story	81044	5
56045	story	81045	1
56001	interact	81002	1
56001	story	81001	2
56002	collect	81001	1
56002	story	81002	2
56003	interact	81003	1
56003	useitem	81001	2
56003	story	81003	3
56012	story	81012	1
56013	collect	81011	1
56013	story	81014	2
56014	story	81015	1
56024	story	81024	1
56021	interact	81021	1
56021	interact	81025	2
56021	interact	81026	3
56021	story	81021	4
56021	interact	81027	5
56021	interact	81028	6
56022	useitem	81021	1
56022	story	81022	2
56061	story	81401	1
56061	story	81402	2
56061	story	81403	3
56062	hunter	81404	1
56063	story	81405	1
56063	story	81406	2
56063	story	81407	3
56064	hunter	81408	1
56065	story	81409	1
56071	hunter	81049	1
56081	story	81420	1
56082	story	81421	1
56082	hunter	81060	2
56082	story	81422	3
56083	interact	81060	1
56083	hunter	81061	2
56083	hunter	81062	3
56084	story	81423	1
56085	story	81424	1
56086	story	81425	1
56086	story	81426	2
56087	story	81427	1
56087	story	81428	2
56088	interact	81061	1
56090	story	81430	1
56090	hunter	81064	2
56090	story	81431	3
56101	interact	81065	1
56101	interact	81066	2
56101	interact	81067	3
56101	interact	81068	4
56101	interact	81069	5
56102	interact	81070	1
56102	story	81442	2
56103	interact	81071	1
56104	hunter	81065	1
56104	story	81441	2
56104	story	81443	3
56105	hunter	81066	1
56105	interact	81072	2
56107	interact	81073	1
56107	interact	81074	2
56107	interact	81075	3
56107	interact	81076	4
56108	story	81444	1
56110	interact	81077	1
56110	interact	81078	2
56110	interact	81079	3
56111	interact	81080	1
56111	interact	81081	2
56111	interact	81082	3
56112	hunter	81071	1
56112	hunter	81072	2
56113	story	81445	1
56114	story	81446	1
56114	story	81447	2
56115	story	81448	1
56115	story	81449	2
56089	interact	81062	1
56089	hunter	81063	2
56089	story	81429	3
56109	hunter	81068	1
56106	interact	81063	1
56106	hunter	81067	2
56072	interact	81083	1
56072	hunter	81500	2
56073	interact	81084	1
56074	interact	81085	1
56100	story	81450	1
56100	story	81440	2
