STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
30002	interact	16501	1	
30002	useitem	16505	2	
30002	useitem	16506	3	
30101	story	16500	1	
30102	hunter	16500	1	
30103	interact	16502	1	
30103	interact	16503	2	
30104	interact	16504	1	
30106	interact	16505	1	
30107	interact	16506	1	
30109	collect	16500	1	
30111	interact	16507	1	
30112	interact	16508	1	
30113	interact	16509	1	
30113	interact	16510	2	
30114	interact	16511	1	
30120	interact	16513	1	
30121	interact	16514	1	
30121	interact	16515	2	
30121	interact	16516	3	
30200	interact	16518	1	
30200	interact	16519	1	
30200	interact	16520	1	
30201	story	16501	1	
30202	story	16502	1	
30202	interact	16522	2	
30203	interact	16523	1	
30203	story	16504	2	
30015	interact	16526	1	
30204	interact	16524	1	
30204	story	16505	2	
30204	story	16506	3	
30206	interact	16529	1	
30206	interact	16530	2	
30206	interact	16531	3	
30206	interact	16532	4	
30003	interact	16533	1	
30124	collect	16509	2	
30124	interact	16534	1	
30016	interact	16550	1	
30017	interact	16551	1	
30030	question	16501	-1	
30030	question	16502	-1	
30030	question	16503	-1	
30030	question	16504	-1	
30030	question	16505	-1	
30030	question	16506	-1	
30030	question	16507	-1	
30004	useitem	16511	1	
30006	useitem	16513	1	
30007	useitem	16514	1	
30008	useitem	16515	1	
30009	useitem	16516	1	
30122	interact	16555	1	
30122	interact	16556	2	
30122	hunter	16502	3	
30253	interact	16582	1	
30254	interact	16557	1	
30256	interact	16558	1	
30257	interact	16559	1	
30258	interact	16560	1	
30260	interact	16561	1	
30261	interact	16562	1	
30262	interact	16563	1	
30264	interact	16564	1	
30265	interact	16565	1	
30266	interact	16566	1	
30268	interact	16567	1	
30269	interact	16568	1	
30270	interact	16569	1	
30272	interact	16570	1	
30273	interact	16571	1	
30274	interact	16572	1	
30276	interact	16573	1	
30277	interact	16574	1	
30278	interact	16575	1	
30280	interact	16576	1	
30281	interact	16577	1	
30282	interact	16578	1	
30284	interact	16579	1	
30285	interact	16580	1	
30286	interact	16581	1	
30253	hunter	16510	2	
30254	hunter	16511	2	
30256	hunter	16512	2	
30257	hunter	16513	2	
30258	hunter	16514	2	
30260	hunter	16515	2	
30261	hunter	16516	2	
30262	hunter	16517	2	
30264	hunter	16518	2	
30265	hunter	16519	2	
30266	hunter	16520	2	
30268	hunter	16521	2	
30269	hunter	16522	2	
30270	hunter	16523	2	
30272	hunter	16524	2	
30273	hunter	16525	2	
30274	hunter	16526	2	
30276	hunter	16527	2	
30277	hunter	16528	2	
30278	hunter	16529	2	
30280	hunter	16530	2	
30281	hunter	16531	2	
30282	hunter	16532	2	
30284	hunter	16533	2	
30285	hunter	16534	2	
30286	hunter	16535	2	
30041	interact	16535	1	
30209	story	16510	1	
30209	interact	16583	2	
30209	story	16511	3	
30209	story	16512	4	
30211	story	16513	1	
30211	interact	16586	2	
30211	story	16514	3	
30005	useitem	16512	1	
30010	useitem	16517	1	
30010	collect	16510	2	
30252	interact	16587	1	
30252	hunter	16509	2	
30205	interact	16525	1	
30205	story	16507	2	
30205	interact	16588	3	
30205	interact	16527	4	
30205	interact	16528	5	
30205	collect	16502	6	
30118	collect	16544	1	
30118	collect	16545	2	
30110	interact	16590	1	
30110	interact	16591	1	
30110	interact	16592	1	
30125	interact	16517	1	
30123	collect	16503	1	
30123	collect	16504	1	
30123	collect	16505	1	
30123	collect	16506	1	
30123	collect	16507	1	
30039	collect	16512	-1	
30039	collect	16513	-1	
30039	collect	16514	-1	
30039	collect	16515	-1	
30038	useitem	16524	-1	
30038	useitem	16525	-1	
30038	useitem	16526	-1	
30038	useitem	16527	-1	
30038	useitem	16528	-1	
30210	interact	16584	1	
30210	collect	16511	2	
30210	interact	16585	3	
30210	story	16515	4	
30032	interact	16593	1	
30032	interact	16594	2	
30032	useitem	16529	3	
30032	useitem	16530	4	
30032	useitem	16531	5	
30032	useitem	16532	6	
30001	useitem	16519	1	
30001	useitem	16501	2	
30001	useitem	16502	2	
30001	useitem	16504	2	
30031	useitem	16533	1	
30031	useitem	16518	2	
30031	useitem	16534	3	
30031	useitem	16520	4	
30031	useitem	16535	5	
30031	useitem	16521	6	
30031	useitem	16536	7	
30031	useitem	16522	8	
30031	useitem	16537	9	
30031	useitem	16523	10	
30011	interact	16595	1	
30011	interact	16596	2	
30011	interact	16597	3	
30012	interact	16598	1	
30013	interact	16599	1	
30014	interact	16600	1	
30033	useitem	16538	1	
30033	interact	16601	2	
30033	useitem	16539	3	
30034	useitem	16540	1	
30034	useitem	16541	1	
30208	useitem	16510	2	
30208	convoy	16501	3	
30208	story	16509	4	
30208	interact	16554	1	
30207	convoy	16500	1	
30207	interact	16552	2	
30207	story	16508	3	
30037	useitem	16542	1	
