STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
11901	interact	36000	1
11902	interact	36001	1
11903	interact	36002	1
11904	hunter	36000	1
11905	interact	36003	1
11906	interact	36004	1
11907	interact	36005	1
11908	useitem	36000	1
11908	interact	36006	2
11909	interact	36007	1
11909	interact	36008	2
11909	hunter	36001	3
11909	interact	36009	4
11910	hunter	36002	2
11910	interact	36010	3
11910	interact	36011	1
11911	interact	36012	1
11912	interact	36013	1
11912	convoy	36000	2
11913	collect	36001	1
11921	interact	36020	1
11921	interact	36021	2
11921	interact	36022	3
11923	interact	36029	1
11923	interact	36030	2
11924	convoy	36031	1
11924	useitem	36032	2
11925	interact	36033	1
11922	interact	36024	1
11922	interact	36025	2
11922	interact	36026	3
11922	interact	36028	5
11927	story	36034	1
11928	story	36035	1
11928	collect	36036	2
11931	collect	36043	1
11933	story	36047	1
11933	story	36048	2
11933	story	36049	3
11933	story	36050	4
11935	interact	36052	1
11941	hunter	36055	1
11942	hunter	36056	1
11943	hunter	36057	1
11944	collect	36058	1
11932	story	36044	1
11932	story	36045	2
11932	story	36046	3
11945	hunter	36060	1
11936	story	36053	1
11936	story	36054	1
11936	story	36055	1
11936	story	36056	1
11929	special	36037	1
11929	story	36038	2
11929	hunter	36039	3
11929	interact	36040	4
11930	story	36041	1
11930	collect	36042	2
11934	hunter	36051	1
11947	story	36062	1
11947	special	36063	2
11947	story	36064	3
11947	convoy	36065	4
11946	story	36059	1
11946	special	36060	2
11946	collect	36061	3
11950	hunter	36074	1
11952	story	36079	1
11952	special	36080	2
11953	story	36081	1
11953	story	36082	2
11953	story	36083	3
11955	story	36088	1
11955	special	36089	2
11956	story	36089	1
11956	collect	36091	2
11956	special	36092	3
11956	story	36093	4
11948	special	36066	1
11948	story	36067	2
11948	story	36068	3
11948	special	36069	4
11957	special	36094	1
11957	special	36095	2
11957	story	36096	3
11957	story	36097	4
11958	story	36098	1
11951	special	36075	1
11951	story	36076	2
11951	interact	36077	2
11951	interact	36078	2
11949	story	36070	1
11949	hunter	36071	2
11949	hunter	36072	3
11949	story	36073	4
11954	story	36084	1
11954	collect	36085	3
11954	hunter	36086	2
12000	hunter	36087	1
12001	hunter	36088	1
12002	hunter	36089	1
12003	hunter	36090	1
12004	hunter	36091	1
12005	hunter	36092	1
12100	hunter	36003	1
12101	collect	36003	1
12102	story	36001	2
12102	story	36002	1
12103	collect	36007	-1
12103	collect	36008	-1
12103	collect	36009	-1
12225	collect	36097	1
12225	collect	36098	1
12226	interact	36081	1
12230	interact	36082	1
12230	interact	36083	2
12231	collect	36080	1
12231	interact	36084	2
12231	interact	36085	3
12232	interact	36086	1
12232	interact	36087	2
12232	interact	36088	3
12233	collect	36081	1
12233	interact	36089	2
12234	collect	36082	1
12228	story	36103	1
12229	hunter	36097	1
12229	story	36104	2
12227	hunter	36096	1
12227	interact	36091	2
12236	convoy	36089	1
12235	hunter	36098	
12235	hunter	36099	
12110	hunter	36093	1
12109	story	36105	1
12109	story	36100	2
12111	story	36106	1
12111	story	36107	2
12112	interact	36080	1
12112	convoy	36001	2
12112	hunter	36095	3
12222	interact	36079	1
12222	collect	36092	2
12222	collect	36093	3
12222	collect	36094	4
12222	collect	36095	5
12222	collect	36096	6
12224	convoy	36088	1
12252	interact	36115	1
12258	hunter	36008	1
12258	hunter	36009	2
12258	story	36006	3
12257	hunter	36005	1
12260	hunter	36006	1
12259	hunter	36007	2
12259	story	36005	1
