STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
55001	interact	80001	1
55003	interact	80005	1
55004	story	80001	1
55005	interact	80006	1
55005	interact	80007	2
55007	interact	80008	1
55009	interact	80010	1
55020	interact	80011	1
55021	interact	80012	1
55021	interact	80013	2
55022	collect	80002	1
55022	interact	80014	2
55026	interact	80019	1
55026	interact	80020	2
55027	useitem	80001	1
55023	interact	80015	1
55023	interact	80016	2
55023	hunter	80001	3
55025	interact	80017	1
55025	interact	80021	2
55010	useitem	80003	1
55013	interact	80027	1
55013	interact	80028	2
55013	hunter	80002	3
55006	interact	80022	1
55006	interact	80029	2
55006	collect	80003	3
55008	interact	80009	1
55008	interact	80030	2
55008	useitem	80002	3
55011	interact	80023	1
55011	interact	80031	2
55011	useitem	80004	3
55030	hunter	80004	-1
55030	hunter	80005	-1
55030	hunter	80006	-1
55030	hunter	80007	-1
55030	hunter	80008	-1
55030	hunter	80009	-1
55030	hunter	80010	-1
55031	hunter	80004	-1
55031	hunter	80005	-1
55031	hunter	80006	-1
55031	hunter	80007	-1
55031	hunter	80008	-1
55031	hunter	80009	-1
55031	hunter	80010	-1
55032	hunter	80004	-1
55032	hunter	80005	-1
55032	hunter	80006	-1
55032	hunter	80007	-1
55032	hunter	80008	-1
55032	hunter	80009	-1
55032	hunter	80010	-1
55033	hunter	80004	-1
55033	hunter	80005	-1
55033	hunter	80006	-1
55033	hunter	80007	-1
55033	hunter	80008	-1
55033	hunter	80009	-1
55033	hunter	80010	-1
55034	hunter	80004	-1
55034	hunter	80005	-1
55034	hunter	80006	-1
55034	hunter	80007	-1
55034	hunter	80008	-1
55034	hunter	80009	-1
55034	hunter	80010	-1
55035	hunter	80004	-1
55035	hunter	80005	-1
55035	hunter	80006	-1
55035	hunter	80007	-1
55035	hunter	80008	-1
55035	hunter	80009	-1
55035	hunter	80010	-1
55036	hunter	80004	-1
55036	hunter	80005	-1
55036	hunter	80006	-1
55036	hunter	80007	-1
55036	hunter	80008	-1
55036	hunter	80009	-1
55036	hunter	80010	-1
55037	hunter	80004	-1
55037	hunter	80005	-1
55037	hunter	80006	-1
55037	hunter	80007	-1
55037	hunter	80008	-1
55037	hunter	80009	-1
55037	hunter	80010	-1
55038	story	80003	1
55040	story	80005	1
55002	interact	80002	1
55002	interact	80003	2
55002	interact	80004	4
55002	interact	80033	3
55012	interact	80024	1
55012	interact	80025	2
55012	interact	80026	3
55039	story	80004	1
55050	interact	80040	1
55050	interact	80041	2
55050	interact	80042	3
55050	hunter	80020	4
55051	interact	80043	1
55051	story	80006	2
55051	interact	80044	3
55052	interact	80045	1
55052	interact	80046	2
55052	hunter	80021	3
55052	interact	80047	4
55053	story	80007	1
55054	useitem	80005	1
55054	interact	80048	2
55054	interact	80049	3
55055	interact	80050	1
55055	interact	80051	2
55055	interact	80052	3
55056	story	80008	1
55058	interact	80055	1
55070	interact	80060	1
55070	interact	80061	2
55071	interact	80062	1
55071	interact	80063	2
55057	useitem	80006	1
55057	useitem	80008	2
55057	interact	80053	3
55057	interact	80054	4
55072	interact	80064	1
55095	interact	80065	1
55096	interact	80066	1
