STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
51003	interact	9506	1
51004	story	9501	1
51004	interact	9507	2
51004	useitem	9500	3
51007	story	9505	1
51007	story	9506	2
51008	story	9507	1
51008	convoy	9501	2
51009	story	9508	1
51012	story	9511	1
51013	interact	9500	1
51014	hunter	9500	1
51006	story	9503	1
51006	story	9504	2
51015	story	9512	1
51017	special	712	1
51018	story	9513	1
51019	interact	9511	1
51020	interact	9512	1
51021	interact	9513	1
51022	interact	9514	1
51023	interact	9515	1
51024	interact	9516	1
51025	interact	9517	1
51026	interact	9518	1
51027	interact	9519	1
51028	interact	9520	1
51029	interact	9521	1
51030	story	9514	1
51032	story	9515	1
51101	story	9540	1
51103	interact	9540	1
51104	interact	9541	1
51104	story	9541	2
51105	hunter	9503	1
51105	interact	9542	2
51105	story	9542	3
51106	story	9543	1
51106	story	9544	2
51107	useitem	9501	1
51107	interact	9543	2
51107	interact	9544	3
51108	interact	9545	1
51108	collect	9501	2
51109	interact	9546	1
51110	interact	9547	1
51112	interact	9550	1
51135	interact	9551	1
51136	story	9545	1
51136	collect	9503	2
51136	interact	9552	3
51010	story	9509	1
51010	interact	9508	2
51010	story	9510	3
51010	interact	9553	4
51011	hunter	9501	1
51111	interact	9548	1
51111	interact	9549	2
51111	collect	9502	3
51111	interact	9554	4
51111	hunter	9504	5
51113	interact	9555	1
51113	collect	9504	2
51113	interact	9556	3
51114	hunter	9505	1
51114	interact	9557	2
51114	hunter	9506	3
51220	interact	9558	1
51220	interact	9559	2
51220	hunter	9507	3
51260	story	9556	1
51222	interact	9562	1
51222	hunter	9508	2
51222	interact	9563	3
51222	convoy	9502	4
51222	interact	9564	5
51229	collect	9615	1
51280	story	9570	1
51280	interact	9579	2
51280	interact	9580	2
51280	interact	9581	2
51200	story	9600	1
51201	story	9601	1
51203	hunter	9601	1
51033	story	9516	1
51033	story	9517	2
51033	story	9518	3
51225	story	9558	1
51225	interact	9565	2
51227	interact	9568	1
51227	interact	9569	2
51226	useitem	9502	1
51226	interact	9566	2
51226	interact	9567	3
51005	story	9502	1
51005	convoy	9503	2
51204	story	9602	1
51202	interact	9600	1
51202	convoy	9600	2
51202	hunter	9600	4
51202	interact	9601	3
51240	story	9560	1
51244	useitem	9560	1
51244	useitem	9561	1
51243	story	9563	1
51243	interact	9592	2
51245	story	9564	1
51245	story	9565	2
51245	story	9566	3
51242	interact	9590	1
51242	hunter	9530	2
51246	story	9562	1
51264	interact	9622	1
51264	interact	9624	2
51281	story	9571	1
51281	story	9572	2
51281	story	9573	3
51281	hunter	9571	4
51281	story	9574	5
51281	story	9577	6
51224	interact	9575	1
51224	interact	9639	2
51224	interact	9576	3
51261	story	9557	2
51261	interact	9573	3
51261	interact	9625	1
51262	interact	9626	2
51262	story	9621	1
51262	story	9622	3
51266	collect	9610	1
51266	collect	9611	1
51266	collect	9612	1
51266	collect	9613	1
51267	story	9611	1
51268	story	9612	1
51241	interact	9593	1
51241	interact	9594	2
51241	story	9561	3
51241	interact	9591	4
51265	story	9610	2
51265	hunter	9610	1
51269	hunter	9611	1
51031	hunter	9502	2
51031	interact	9526	1
51263	interact	9621	1
51263	hunter	9620	3
51263	interact	9620	5
51263	interact	9623	2
51263	story	9559	4
51221	interact	9561	1
51282	hunter	9572	1
51282	story	9575	3
51282	interact	9582	2
51282	hunter	9575	4
51231	interact	9640	1
51231	useitem	9503	2
51231	interact	9636	3
51283	story	9576	1
51283	interact	9578	2
51283	interact	9595	3
51232	interact	9638	1
51232	interact	9637	3
51232	interact	9641	2
51001	interact	9527	1
51001	interact	9525	2
51001	story	9500	3
51001	interact	9528	4
51001	story	9519	5
51002	interact	9501	1
51002	interact	9503	2
51002	interact	9504	3
51002	interact	9642	4
51223	interact	9574	2
51223	interact	9611	3
51223	hunter	9510	4
51223	hunter	9511	5
51223	hunter	9512	6
51223	interact	9612	1
51228	interact	9570	2
51228	hunter	9509	3
51228	interact	9571	4
51228	interact	9613	1
