STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84450	hunter	51675	1
84450	interact	51675	2
84450	hunter	51676	3
84451	hunter	51677	1
84451	interact	51676	2
84451	hunter	51678	3
84452	hunter	51679	1
84452	interact	51677	2
84452	hunter	51680	3
84454	hunter	51683	1
84454	interact	51679	2
84454	hunter	51684	3
84455	hunter	51685	1
84455	hunter	51686	1
84455	interact	51680	2
84455	hunter	51687	3
84456	hunter	51688	1
84456	interact	51681	2
84456	hunter	51689	3
84457	hunter	51690	1
84457	interact	51682	2
84457	hunter	51691	3
84458	hunter	51692	1
84458	interact	51683	2
84458	hunter	51693	3
84459	hunter	51694	1
84459	interact	51684	2
84459	hunter	51695	3
84460	hunter	51696	1
84460	interact	51685	2
84461	hunter	51697	1
84461	interact	51686	2
84461	hunter	51698	3
84462	hunter	51699	1
84462	interact	51687	2
84462	hunter	51700	3
84463	hunter	51701	1
84463	interact	51688	2
84463	hunter	51702	3
84464	hunter	51703	1
84464	interact	51689	2
84464	hunter	51704	3
84465	hunter	51705	1
84465	interact	51690	2
84465	hunter	51706	3
84466	hunter	51707	1
84466	interact	51691	2
84466	collect	51675	3
84453	hunter	51681	1
84453	interact	51678	2
84453	hunter	51682	3
