STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
73301	interact	73301	1	
73302	interact	73302		
73303	interact	73303		
73304	interact	73304		
73201	interact	73308	1	
73201	interact	73309	2	
73201	interact	73310	3	
73202	interact	73311	1	
73203	interact	73312	1	
73204	interact	73313	1	
73205	story	73201	1	
73205	interact	73201	2	
73205	interact	73202	3	
73205	story	73202	4	
73210	story	73211	1	
73210	interact	73210	2	
73210	interact	73211	3	
73210	interact	73212	4	
73210	story	73212	5	
73211	interact	73213	1	
73212	story	73213	1	
73212	hunter	73204	2	
73212	hunter	73205	3	
73212	hunter	73203	4	
73212	hunter	73206	5	
73214	story	73215	1	
73214	story	73216	2	
73214	interact	73215	3	
73215	collect	73203	1	
73217	interact	73218	1	
73217	interact	73219	2	
73218	story	73219	1	
73218	interact	73220	2	
73219	collect	73207	1	
73219	collect	73208	1	
73220	story	73220	1	
73220	story	73221	2	
73220	story	73222	3	
73220	story	73223	3	
73221	interact	73221	1	
73221	story	73224	2	
73221	interact	73222	3	
73221	hunter	73207	4	
73221	interact	73223	5	
73221	hunter	73208	6	
73222	interact	73224	1	
73222	collect	73209	3	
73222	story	73225	2	
73223	story	73226	1	
73223	special	1372	2	
73223	story	73227	3	
73400	interact	73320	1	
73309	interact	73323		
73305	collect	73305	1	
73308	collect	73308	1	
73313	collect	73313		
73314	collect	73314		
73306	interact	73306	1	
73312	collect	73315	1	
73307	interact	73307	1	
73403	useitem	73401	1	
73403	useitem	73402	2	
73403	useitem	73403	2	
73403	useitem	73404	2	
73310	collect	73310	1	
73311	hunter	73311	1	
73311	hunter	73312	1	
73311	hunter	73313	1	
73401	interact	73321	1	
73207	collect	73210	1	
73207	collect	73211	2	
73206	interact	73204	1	
73206	hunter	73201	2	
73206	interact	73203	3	
73206	story	73203	4	
73206	story	73204	5	
73206	collect	73201	6	
73206	story	73210	7	
73206	interact	73208	8	
73209	hunter	73209	1	
73224	hunter	73210	3	
73224	story	73228	1	
73224	interact	73225	2	
73208	story	73205	1	
73208	story	73206	2	
73208	story	73207	3	
73208	interact	73205	4	
73208	hunter	73202	5	
73208	story	73208	6	
73208	interact	73206	7	
73208	interact	73207	8	
73208	story	73209	9	
73208	collect	73202	10	
73216	story	73217	1	
73216	collect	73204	2	
73216	collect	73205	2	
73216	story	73218	3	
73216	collect	73206	4	
73216	interact	73216	5	
73216	interact	73217	6	
