STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
21263	interact	15756	1	
21263	interact	15757	2	
21263	hunter	15750	3	
21261	interact	15750	1	
21261	interact	15751	2	
21261	interact	15764	3	
21261	interact	15752	4	
21269	interact	15769	1	
21269	hunter	15753	2	
21269	interact	15770	3	
21269	interact	15771	4	
21270	interact	15772	1	
21270	interact	15773	2	
21270	interact	15774	3	
21270	hunter	15754	4	
21202	story	15801	1	
21202	interact	15802	2	
21202	story	15802	3	
21202	interact	15803	4	
21203	story	15803	1	
21203	interact	15804	2	
21203	story	15804	3	
21204	interact	15805	1	
21204	interact	15806	2	
21204	story	15805	3	
21204	interact	15807	4	
21205	interact	15808	1	
21205	story	15806	2	
21205	interact	15809	3	
21292	interact	15776	1	
21292	hunter	15755	2	
21293	interact	15903	1	
21293	hunter	15783	2	
21294	interact	15904	1	
21294	hunter	15784	2	
21295	interact	15905	1	
21295	hunter	15785	2	
21296	interact	15906	1	
21296	hunter	15786	2	
21297	interact	15907	1	
21297	hunter	15787	2	
21298	interact	15908	1	
21298	hunter	15788	2	
21306	interact	15779	1	
21306	interact	15780	2	
21307	interact	15921	1	
21307	interact	15922	2	
21308	interact	15923	1	
21308	interact	15924	2	
21309	interact	15925	1	
21309	interact	15926	2	
21310	interact	15927	1	
21310	interact	15928	2	
21311	interact	15929	1	
21311	interact	15930	2	
21312	interact	15931	1	
21312	interact	15932	2	
21313	hunter	15756	1	
21314	hunter	15789	1	
21315	hunter	15790	1	
21316	hunter	15791	1	
21317	hunter	15792	1	
21318	hunter	15793	1	
21319	hunter	15794	1	
21255	interact	15821	1	
21255	hunter	15758	2	
21274	interact	15784	1	
21274	story	15754	2	
21274	story	15755	3	
21277	interact	15791	1	
21277	interact	15792	2	
21277	interact	15793	3	
21277	useitem	15752	4	
21277	interact	15794	5	
21280	interact	15900	1	
21280	collect	15758	2	
21207	interact	15827	1	
21207	interact	15828	2	
21207	interact	15829	3	
21207	interact	15830	4	
21208	interact	15831	1	
21208	interact	15832	2	
21208	interact	15833	3	
21208	story	15807	4	
21206	interact	15835	1	
21206	interact	15836	1	
21206	interact	15810	2	
21206	interact	15826	3	
21254	interact	15813	1	
21254	interact	15814	2	
21254	interact	15934	3	
21322	hunter	15796	1	
21211	interact	15838	1	
21211	interact	15837	2	
21211	interact	15839	3	
21212	interact	15840	1	
21212	story	15808	2	
21213	interact	15841	1	
21213	interact	15842	2	
21213	interact	15843	2	
21213	interact	15844	2	
21213	interact	15845	2	
21214	interact	15846	1	
21214	interact	15847	2	
21214	interact	15848	2	
21214	interact	15849	2	
21214	interact	15850	2	
21214	interact	15851	3	
21215	interact	15852	1	
21215	interact	15853	2	
21215	interact	15854	3	
21216	interact	15855	1	
21216	interact	15856	2	
21221	interact	15857	1	
21221	interact	15858	2	
21221	interact	15859	3	
21222	convoy	15750	1	
21222	interact	15860	2	
21222	story	15809	3	
21223	interact	15861	1	
21224	interact	15862	1	
21224	story	15810	2	
21224	interact	15863	3	
21225	interact	15864	1	
21225	interact	15865	2	
21225	interact	15866	3	
21226	interact	15867	1	
21227	interact	15868	1	
21227	interact	15870	2	
21350	interact	15940	1	
21350	interact	15941	2	
21351	interact	15942	1	
