STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
58001	story	83001	1
58001	story	83002	2
58002	interact	83001	1
58002	interact	83002	2
58002	hunter	83001	3
58003	interact	83003	1
58003	interact	83004	2
58003	interact	83005	3
58004	interact	83006	1
58004	interact	83007	2
58004	interact	83008	3
58004	interact	83009	4
58005	story	83003	1
58011	interact	83011	1
58011	collect	83011	2
58011	interact	83012	3
58011	hunter	83011	4
58013	interact	83014	1
58013	hunter	83012	2
58012	story	83012	2
58012	interact	83013	3
58012	collect	83012	1
58014	story	83013	1
58015	interact	83021	1
58015	hunter	83021	2
58016	story	83021	1
58016	interact	83022	2
58016	collect	83021	3
58018	interact	83031	1
58018	hunter	83031	2
58020	interact	83033	1
58020	hunter	83032	2
58019	interact	83032	1
58019	story	83031	2
58021	interact	83034	1
58021	story	83033	2
58022	interact	83035	1
58022	hunter	83033	2
58023	interact	83036	1
58023	story	83034	2
58017	interact	83023	1
58017	interact	83024	2
58017	interact	83025	3
58024	hunter	83034	1
58032	hunter	83041	1
58041	story	83041	1
58042	story	83042	1
58043	story	83043	1
58050	interact	83050	1
58050	interact	83051	2
58050	interact	83052	3
58053	interact	83055	1
58053	interact	83056	2
58053	interact	83057	3
58053	useitem	83002	4
58054	interact	83058	1
58054	interact	83059	2
58054	interact	83060	3
58054	interact	83061	4
58055	interact	83062	1
58055	interact	83063	2
58055	interact	83064	3
58051	hunter	83042	1
58051	hunter	83043	2
58051	collect	83022	3
58051	useitem	83001	4
58052	interact	83053	2
