STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
20532	interact	15458	1	
20501	story	15251	1	
20502	interact	15261	1	
20502	hunter	15256	2	
20601	collect	15250	1	
20702	useitem	15253	2	
20702	interact	15460	1	
20703	useitem	15254	2	
20703	interact	15461	1	
20704	useitem	15255	2	
20704	interact	15462	1	
20705	collect	15251	1	
20706	collect	15252	1	
20707	collect	15253	1	
20708	collect	15254	1	
20709	collect	15255	1	
20710	collect	15256	1	
20711	useitem	15256	2	
20711	interact	15463	1	
20712	useitem	15257	2	
20712	interact	15464	1	
20713	hunter	15258	2	
20713	interact	15465	1	
20714	hunter	15259	2	
20714	interact	15466	1	
20715	hunter	15260	1	
20716	collect	15257	2	
20716	interact	15467	1	
20717	collect	15258	2	
20717	interact	15468	1	
20719	useitem	15259	3	
20719	collect	15261	2	
20719	interact	15470	1	
20720	hunter	15262	1	
20721	collect	15262	1	
20718	useitem	15258	3	
20718	collect	15259	2	
20718	interact	15469	1	
20528	interact	15452	1	
20528	interact	15453	2	
20526	interact	15450	1	
20526	interact	15451	2	
20550	interact	15471	1	
20553	convoy	15259	1	
20602	collect	15264	1	
20603	collect	15265	1	
20603	collect	15266	1	
20551	convoy	15250	1	
20551	hunter	15264	2	
20551	hunter	15265	2	
20608	interact	15250	1	
20511	interact	15280	1	
20511	interact	15286	3	
20511	collect	15271	2	
20611	interact	15475	1	
20611	hunter	15266	2	
20612	interact	15476	1	
20612	hunter	15267	2	
20613	interact	15477	1	
20613	hunter	15268	2	
20615	interact	15478	1	
20615	hunter	15269	2	
20616	interact	15479	1	
20616	hunter	15270	2	
20617	interact	15480	1	
20617	hunter	15271	2	
20619	interact	15481	1	
20619	hunter	15272	2	
20620	interact	15482	1	
20620	hunter	15473	2	
20621	interact	15483	1	
20621	hunter	15273	2	
20623	interact	15484	1	
20623	hunter	15274	2	
20624	interact	15485	1	
20624	hunter	15275	2	
20625	interact	15486	1	
20625	hunter	15276	2	
20627	interact	15487	1	
20627	hunter	15277	2	
20628	interact	15488	1	
20628	hunter	15278	2	
20629	interact	15489	1	
20629	hunter	15289	2	
20631	interact	15490	1	
20631	hunter	15280	2	
20632	interact	15491	1	
20632	hunter	15281	2	
20633	interact	15492	1	
20633	hunter	15282	2	
20635	interact	15493	1	
20635	hunter	15283	2	
20636	interact	15494	1	
20636	hunter	15284	2	
20637	interact	15495	1	
20637	hunter	15285	2	
20639	interact	15496	1	
20639	hunter	15286	2	
20640	interact	15497	1	
20640	hunter	15287	2	
20641	interact	15498	1	
20641	hunter	15288	2	
20643	interact	15499	1	
20643	hunter	15290	2	
20644	interact	15287	1	
20644	hunter	15291	2	
20645	interact	15289	1	
20645	hunter	15292	2	
20523	collect	15272	1	
20527	interact	15300	1	
20527	question	15252	2	
20673	hunter	15250	1	
20673	interact	15251	2	
20674	interact	15351	1	
20674	interact	15352	2	
20675	interact	15366	1	
20675	collect	15366	2	
20676	interact	15257	1	
20676	useitem	15355	2	
20677	interact	15359	1	
20679	interact	15369	1	
20679	hunter	15369	2	
20680	interact	15370	1	
20680	interact	15371	2	
20527	interact	15301	3	
20527	collect	15276	4	
20647	interact	15293	1	
20670	interact	15260	1	
20671	interact	15264	1	
20672	interact	15277	1	
20678	interact	15360	-1	1
20678	interact	15361	-1	1
20678	interact	15362	-1	1
20678	interact	15363	-1	1
20678	interact	15364	-1	1
20661	collect	15367	1	
20662	collect	15368	1	
20663	collect	15369	1	
20664	collect	15370	1	
20665	interact	15444	1	
20665	interact	15443	2	
20652	hunter	15482	1	
20654	hunter	15484	1	
20655	hunter	15485	1	
20656	hunter	15486	1	
20657	hunter	15487	1	
20658	hunter	15488	1	
20659	hunter	15489	1	
20660	hunter	15490	1	
20666	hunter	15491	1	
20667	hunter	15492	1	
20668	hunter	15493	1	
20669	hunter	15494	1	
20506	interact	15253	1	
20506	collect	15280	2	
20535	interact	15305	1	
20535	interact	15306	2	
20535	interact	15307	2	
20535	interact	15308	2	
20609	interact	15259	1	
20609	special	1083	2	
20533	interact	15302	1	
20533	special	1085	2	
20681	interact	15254	1	
20510	interact	15454	1	
20509	interact	15311	1	
20525	interact	15265	1	
20525	interact	15310	2	
20525	collect	15277	3	
20534	interact	15303	1	
20534	interact	15258	2	
20524	convoy	15455	1	
20524	interact	15367	2	
20508	interact	15368	1	
20529	interact	15455	1	
20651	interact	15440	1	
20651	interact	15438	2	
20646	story	15253	1	
20646	interact	15291	2	
20646	story	15254	3	
20606	collect	15270	1	
20605	useitem	15263	1	
20607	special	1082	1	
20504	convoy	15257	2	
20504	interact	15262	1	
20505	useitem	15252	2	
20505	interact	15272	1	
20653	hunter	15480	1	
20649	collect	15299	1	
20507	interact	15255	1	
20507	interact	15256	2	
20507	interact	15271	3	
20503	useitem	15251	1	
20514	interact	15282	1	
20514	interact	15285	2	
20515	question	15251	2	
20515	interact	15269	1	
20604	hunter	15350	1	
20546	hunter	15295	1	
20543	hunter	15296	1	
20541	hunter	15294	1	
20542	hunter	15305	1	
20544	hunter	15306	1	
20545	hunter	15307	1	
20540	hunter	15308	1	
20530	collect	15268	1	
20530	collect	15269	1	
20650	interact	15442	1	
20650	interact	15441	2	
20520	interact	15437	1	
20521	interact	15436	1	
20522	interact	15435	1	
20554	interact	15472	1	
20554	interact	15434	2	
20556	story	15255	1	
20557	interact	15274	1	
20558	interact	15433	1	
20559	interact	15432	1	
20512	interact	15283	1	
20512	convoy	15456	2	
20513	hunter	15257	2	
20513	interact	15281	3	
20513	interact	15284	1	
20560	interact	15430	1	
20561	interact	15429	1	
20562	interact	15428	1	
20562	interact	15427	2	
20564	interact	15426	1	
20563	interact	15425	1	
20568	interact	15421	1	
20567	story	15256	1	
20567	convoy	15260	2	
20567	interact	15420	3	
20573	interact	15418	1	
20571	story	15257	1	
20570	story	15258	1	
20574	interact	15417	1	
20572	interact	15412	1	
20565	interact	15424	2	
20565	convoy	15252	3	
20565	interact	15413	1	
20555	interact	15474	1	
20555	convoy	15251	2	
20555	interact	15411	3	
20575	interact	15312	1	
20577	interact	15410	1	
20552	convoy	15258	2	
20552	hunter	15263	4	
20552	interact	15473	3	
20552	story	15252	1	
20552	interact	15409	5	
20566	interact	15423	2	
20566	convoy	15253	3	
20566	interact	15408	1	
20686	interact	15323	1	
20688	interact	15325	1	
20685	interact	15320	1	
20685	interact	15321	2	
20687	interact	15324	1	
20569	convoy	15261	2	
20569	interact	15419	1	
20569	interact	15407	3	
20685	interact	15327	3	
20690	collect	15374	1	
20576	interact	15401		
