STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
72301	interact	72301	1	
72301	interact	72302	2	
72301	interact	72303	2	
72301	interact	72304	2	
72301	interact	72305	2	
72302	interact	72306	1	
72302	hunter	72303	3	
72302	collect	72305	2	
72303	story	72301	1	
72303	story	72302	2	
72304	interact	72327	1	
72304	story	72309	2	
72306	interact	72328	1	
72307	interact	72343	1	
72307	useitem	72306	2	
72307	interact	72329	3	
72307	hunter	72313	4	
72308	story	72310	1	
72308	hunter	72314	2	
72309	useitem	72307	1	
72309	interact	72331	2	
72310	story	72311	1	
72310	interact	72332	2	
72310	useitem	72308	3	
72311	story	72312	1	
72311	interact	72348	2	
72312	interact	72334	2	
72312	collect	72303	3	
72312	interact	72350	1	
72313	useitem	72309	2	
72313	story	72313	4	
72313	interact	72345	1	
72313	interact	72349	3	
72314	story	72314	1	
72314	hunter	72315	2	
72314	interact	72335	3	
72315	story	72315	1	
72315	interact	72336	2	
72315	interact	72347	3	
72315	interact	72337	5	
72315	hunter	72316	4	
72316	story	72316	1	
72316	hunter	72318	2	
72317	story	72317	1	
72317	interact	72338	2	
72317	interact	72339	3	
72317	hunter	72317	6	
72317	useitem	72310	4	
72317	interact	72346	5	
72318	interact	72340	1	
72318	interact	72341	2	
72318	interact	72342	4	
72332	story	72303	1	
72332	interact	72316	2	
72332	interact	72317	3	
72332	hunter	72307	4	
72333	story	72304	1	
72333	interact	72320	2	
72333	interact	72321	3	
72333	story	72305	4	
72333	hunter	72308	5	
72333	hunter	72309	5	
72333	interact	72322	6	
72334	hunter	72310	1	
72334	story	72306	2	
72334	interact	72323	3	
72334	hunter	72311	4	
72334	story	72307	5	
72335	interact	72344	1	
72335	hunter	72312	2	
72335	story	72308	3	
72336	interact	72324	1	
72336	interact	72325	2	
72336	interact	72326	3	
72305	interact	72308	1	
72305	useitem	72301	2	
72305	useitem	72303	3	
72305	hunter	72304	4	
72331	interact	72311	1	
72331	interact	72312	2	
72331	useitem	72304	2	
72331	interact	72313	3	
72331	interact	72314	3	
72331	hunter	72306	4	
72330	interact	72309	1	
72330	interact	72310	2	
72330	hunter	72305	3	
72330	collect	72302	4	
72307	interact	72363	5	
72337	story	72319	1	
72337	interact	72351	2	
72337	hunter	72319	3	
72338	interact	72352	1	
72338	interact	72353	2	
72338	interact	72354	3	
72339	story	72320	1	
72339	interact	72355	2	
72339	interact	72356	3	
72339	interact	72357	4	
72339	hunter	72320	5	
72340	story	72321	1	
72340	story	72322	2	
72340	interact	72358	3	
72340	interact	72359	4	
72340	hunter	72321	5	
72341	interact	72360	1	
72341	hunter	72322	2	
72342	story	72323	1	
72342	interact	72361	2	
72342	interact	72362	3	
