STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
73801	interact	73801	1	
73801	interact	73802	2	
73801	interact	73803	3	
73801	interact	73804	4	
73801	interact	73805	5	
73809	hunter	73804	1	
73809	interact	73819	2	
73809	story	73806	3	
73809	interact	73820	4	
73808	interact	73815	1	
73808	interact	73816	2	
73808	interact	73817	3	
73805	useitem	73803	2	
73805	interact	73810	3	
73805	interact	73811	4	
73802	interact	73822	1	½»»¥
73802	useitem	73801	2	
73802	interact	73806	4	
73802	story	73801	5	
73803	story	73802	1	
73803	interact	73807	2	
73803	hunter	73801	3	
73804	interact	73808	2	
73804	story	73803	3	
73804	interact	73821	4	
73804	interact	73823	1	
73806	hunter	73802	1	
73806	useitem	73804	3	
73806	interact	73812	4	
73806	story	73804	5	
73807	interact	73813	2	
73807	interact	73814	3	
73807	story	73805	4	
73813	interact	73827	1	
73813	interact	73828	2	
73813	interact	73829	3	
73815	interact	73835	1	
73815	interact	73836	2	
73815	interact	73837	3	
73815	interact	73838	4	
73815	interact	73839	5	
73815	interact	73840	6	
73818	interact	73847	1	
73818	interact	73848	2	
73810	interact	73824	1	
73811	interact	73825	1	
73811	story	73807	2	
73811	hunter	73805	3	
73811	useitem	73805	5	
73811	hunter	73807	7	
73811	interact	73850	6	
73811	interact	73853	8	
73814	interact	73832	1	
73814	interact	73833	2	
73814	interact	73834	3	
73814	interact	73855	4	
73821	interact	73859	1	
73821	interact	73860	2	
73812	hunter	73808	2	
73812	interact	73830	5	
73812	interact	73831	6	
73812	interact	73851	1	
73812	interact	73854	7	
73812	interact	73862	3	
73812	interact	73863	4	
73817	interact	73844	2	
73817	interact	73845	3	
73817	interact	73846	4	
73817	interact	73857	5	
73816	interact	73841	1	
73816	interact	73852	2	
73820	interact	73856	2	
73820	interact	73858	1	
73820	interact	73861	3	
73822	interact	73844	1	
73822	interact	73845	2	
73822	interact	73846	3	
73822	interact	73857	4	
73823	interact	73847	1	
73823	interact	73848	2	
