STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
87100	hunter	58601	1
87101	special	111	1
87102	special	112	1
87103	special	113	1
87104	collect	58601	1
87105	special	129	1
87106	hunter	58602	1
87107	special	130	1
87108	special	131	1
87109	special	132	1
87110	special	133	1
87113	special	136	1
87114	special	137	1
87116	hunter	58603	1
87117	hunter	58604	1
87118	collect	58602	1
87119	collect	58603	1
87111	interact	58601	1
87111	interact	58602	1
87111	interact	58603	1
87112	interact	58604	1
87112	hunter	58605	2
87115	interact	58605	1
87115	hunter	58606	2
87115	interact	58606	3
87120	special	336	1
87121	story	58601	1
87121	interact	58607	2
87121	special	350	3
87122	story	58602	1
87122	story	58603	2
87122	story	58604	3
87122	special	351	4
87123	story	58605	1
87123	interact	58608	2
87123	hunter	58607	3
87123	story	58606	4
87123	special	352	5
87127	interact	58609	1	
87127	story	58607	2	
87128	story	58608	1	
87128	interact	58610	2	
87128	special	1365	3	
87129	story	58609	1	
87129	story	58610	2	
87129	story	58611	3	
87129	special	1366	4	
87130	story	58612	1	
87130	interact	58611	2	
87130	story	58613	3	
87130	special	1367	4	
