STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83650	interact	47600	1
83651	interact	47601	1
83652	collect	47600	1
83653	collect	47601	1
83654	hunter	47600	1
83655	interact	47602	1
83655	hunter	47601	2
83656	interact	47603	1
83656	hunter	47602	2
83657	interact	47604	1
83657	hunter	47603	2
83658	interact	47605	1
83658	collect	47602	2
83659	interact	47606	1
83659	collect	47603	2
83660	interact	47607	1
83660	collect	47604	2
83661	interact	47608	1
83661	useitem	47600	2
83663	interact	47610	1
83663	interact	47611	2
83663	hunter	47605	3
83665	interact	47615	1
83665	interact	47616	1
83665	interact	47617	1
83666	hunter	47606	1
83666	collect	47606	1
83667	hunter	47607	1
83667	collect	47607	2
83668	hunter	47608	1
83668	hunter	47609	1
83669	collect	47608	1
83669	collect	47609	1
83670	interact	47618	1
83670	useitem	47601	2
83673	story	47600	1
83673	hunter	47610	2
83662	interact	47609	1
83662	hunter	47604	2
83662	collect	47605	2
83664	interact	47612	1
83664	interact	47613	1
83664	interact	47614	1
83672	collect	47612	1
83672	useitem	47603	1
83671	interact	47619	1
83671	useitem	47602	1
83674	hunter	47611	1
83674	hunter	47612	1
83675	story	47601	1
