STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
18420	hunter	54020	1
18420	interact	54020	2
18420	interact	54021	3
18407	interact	54002	1
18407	hunter	54002	2
18405	interact	54006	1
18403	interact	54001	1
18403	interact	54010	2
18406	interact	54009	3
18406	hunter	54006	2
18406	interact	54011	1
18401	hunter	54000	1
18401	interact	54000	2
18421	interact	54022	
18422	interact	54023	1
18423	interact	54024	1
18430	interact	54031	1
18430	interact	54032	2
18431	interact	54033	1
18431	convoy	54005	2
18432	interact	54034	1
18433	interact	54035	1
18434	interact	54036	1
18436	interact	54039	1
18436	interact	54040	2
18437	interact	54041	1
18449	interact	54072	1
18449	special	545	2
18442	interact	54053	1
18442	interact	54054	2
18442	useitem	54055	3
18442	interact	54056	4
18466	interact	54079	1
18468	interact	54080	1
18467	interact	54081	1
18469	collect	54070	1
18473	interact	54086	1
18473	hunter	54058	2
18462	hunter	54053	1
18462	hunter	54054	1
18462	story	54005	2
18462	hunter	54055	3
18470	interact	54083	2
18470	story	54007	1
18471	interact	54084	1
18471	story	54008	2
18490	story	54000	1
18491	hunter	54025	-1
18491	hunter	54026	-1
18491	hunter	54027	-1
18491	hunter	54028	-1
18492	story	54001	1
18493	hunter	54025	-1
18493	hunter	54026	-1
18493	hunter	54027	-1
18493	hunter	54028	-1
18494	story	54002	1
18495	hunter	54025	-1
18495	hunter	54026	-1
18495	hunter	54027	-1
18495	hunter	54028	-1
18496	story	54003	1
18424	interact	54025	1
18425	interact	54026	1
18472	interact	54085	1
18472	hunter	54057	2
18501	collect	54012	1
18501	interact	54093	2
18502	story	54012	1
18502	convoy	54010	2
18502	hunter	54072	3
18502	hunter	54071	4
18503	collect	54013	1
18503	interact	54094	2
18463	interact	54082	1
18463	collect	54056	2
18426	interact	54112	1
18427	interact	54095	1
18435	interact	54037	1
18435	hunter	54106	2
18435	interact	54038	3
18429	interact	54058	1
18461	interact	54073	1
18461	interact	54074	1
18461	interact	54075	1
18461	interact	54077	1
18444	convoy	54058	1
18444	interact	54059	2
18441	hunter	54107	1
18448	hunter	54108	1
18482	story	54013	1
18443	interact	54113	1
18445	hunter	54109	1
18447	hunter	54110	1
18446	collect	54067	1
18446	collect	54068	1
18446	collect	54069	1
18504	hunter	54111	1
18481	hunter	54060	1
18481	hunter	54061	2
18481	hunter	54062	3
18481	interact	54114	4
18440	hunter	54051	-1
18440	hunter	54052	-1
18500	story	54011	1
18500	interact	54091	2
18500	collect	54011	3
18500	collect	54010	4
18404	story	54004	1
18404	interact	54005	2
