STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83500	hunter	46600	1
83500	hunter	46601	1
83500	hunter	46602	1
83501	hunter	46603	1
83501	interact	46600	2
83501	collect	46600	3
83502	hunter	46604	1
83502	interact	46601	2
83502	collect	46601	3
83503	interact	46602	1
83503	hunter	46605	2
83503	hunter	46606	2
83504	hunter	46607	1
83504	hunter	46608	1
83505	hunter	46609	1
83505	hunter	46610	1
83506	interact	46603	1
83506	hunter	46611	2
83507	hunter	46612	1
83507	interact	46604	2
83507	interact	46605	3
83508	interact	46606	1
83508	hunter	46613	2
83508	hunter	46614	2
83508	interact	46607	3
83509	hunter	46615	1
83509	hunter	46616	1
83509	interact	46608	2
83509	collect	46602	3
83510	hunter	46617	1
83510	hunter	46618	1
83511	hunter	46619	1
83511	hunter	46620	1
83512	hunter	46621	1
83512	hunter	46622	1
83512	hunter	46623	1
83512	hunter	46624	1
83513	hunter	46625	1
83513	hunter	46626	1
83514	hunter	46627	1
83514	interact	46609	2
83514	collect	46603	3
83516	interact	46612	1
83516	interact	46613	2
83516	interact	46614	3
83516	interact	46615	4
83515	interact	46610	1
83515	hunter	46628	2
83515	hunter	46629	2
83515	interact	46611	3
