STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
74202	story	74201	1	
74260	interact	74260	1	
74261	special	1384	1	
74263	interact	74261	2	
74264	interact	74262	2	
74269	special	1385	1	
74271	interact	74263	1	
74272	hunter	74272	2	
74272	interact	74264	1	
74273	interact	74265	1	
74273	hunter	74273	2	
74274	interact	74266	1	
74276	interact	74267	1	
74277	interact	74268	1	
74277	hunter	74274	2	
74278	interact	74269	1	
74278	hunter	74275	2	
74279	interact	74270	1	
74280	special	1386	1	
74281	interact	74271	1	
74281	interact	74272	2	
74281	hunter	74276	3	
74282	interact	74273	1	
74285	hunter	74277	1	
74285	interact	74274	2	
74286	interact	74275	2	
74286	interact	74276	3	
74286	interact	74277	1	
74287	collect	74287	1	
74287	interact	74278	2	
74288	collect	74288	1	
74288	interact	74279	2	
74290	special	1387	1	
74203	story	74202	1	
74291	story	74291	1	
74291	interact	74291	2	
74291	special	360	3	
74292	story	74292	1	
74292	story	74293	2	
74292	story	74294	3	
74292	special	361	4	
74206	story	74207	1	
74207	interact	74204	1	
74207	story	74208	2	
74207	interact	74205	3	
74209	interact	74206	1	
74209	story	74211	2	
74209	interact	74207	3	
74209	story	74212	4	
74210	story	74213	1	
74210	story	74214	2	
74210	interact	74208	3	
74211	story	74215	1	
74211	collect	74203	2	
74212	story	74216	1	
74212	story	74217	2	
74212	story	74218	3	
74212	collect	74205	4	
74212	story	74219	5	
74215	story	74223	1	
74217	story	74228	1	
74208	story	74209	1	
74208	collect	74201	2	
74208	collect	74202	2	
74208	convoy	74201	4	
74208	story	74210	5	
74208	interact	74211	3	
74213	story	74220	1	
74213	interact	74209	2	
74213	story	74221	4	
74213	hunter	74202	3	
74214	story	74222	2	
74214	interact	74210	3	
74214	hunter	74203	1	
74216	story	74224	1	
74216	collect	74204	2	
74216	story	74225	3	
74216	story	74227	4	
74216	story	74226	5	
74216	story	74229	6	
74216	interact	74215	7	
74205	story	74205	1	
74205	interact	74203	3	
74205	story	74206	2	
74293	story	74295	1	
74293	interact	74294	2	
74293	interact	74295	4	
74293	story	74296	5	
74293	special	363	6	
74204	interact	74201	1	
74204	hunter	74201	2	
74204	story	74203	3	
74204	interact	74202	4	
74204	story	74204	5	
74221	story	74232	1	
74221	story	74233	2	
74221	story	74234	3	
74221	interact	74216	4	
74222	story	74235	1	
74222	interact	74217	2	
74223	story	74236	1	
74223	story	74237	2	
74223	story	74238	3	
74223	interact	74218	4	
74226	story	74240	1	
74226	story	74241	2	
74226	story	74242	3	
74227	interact	74220	1	
74230	story	74244	1	
74230	story	74245	2	
74230	story	74246	3	
74231	story	74247	1	
74231	hunter	74205	2	
74231	story	74248	3	
74231	story	74249	4	
74231	story	74250	5	
74231	story	74251	6	
74231	hunter	74206	7	
74232	story	74252	1	
74232	collect	74220	2	
74232	story	74253	3	
74232	story	74254	4	
74232	interact	74225	5	
74232	interact	74226	6	
74233	story	74255	1	
74228	interact	74221	2	
74228	interact	74224	3	
74228	hunter	74208	1	
74220	hunter	74204	1	
74220	story	74230	2	
74220	story	74231	3	
74220	interact	74227	4	
74224	interact	74219	2	½»»¥
74224	hunter	74207	1	
74225	story	74239	1	
74229	interact	74222	1	
74229	interact	74223	2	
74229	story	74243	3	
74257	interact	74297	1	
74257	interact	74298	2	
74257	interact	74299	3	
74256	interact	74300	1	
74255	interact	74280	1	
74254	interact	74281	1	
74259	hunter	74278	1	
74258	interact	74296	1	
74252	interact	74252	1	
74253	interact	74253	1	
74253	interact	74254	1	
74253	interact	74255	1	
74251	useitem	74251	-1	
74251	useitem	74252	-1	
74251	useitem	74253	-1	
74250	interact	74250	1	
