STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
82100	hunter	39700	1
82101	hunter	39701	1
82102	hunter	39702	1
82103	hunter	39703	1
82103	collect	39700	1
82104	hunter	39704	1
82104	collect	39701	1
82105	hunter	39705	1
82105	collect	39702	1
82106	hunter	39706	1
82106	hunter	39707	1
82107	hunter	39708	1
82107	hunter	39709	1
82108	collect	39703	1
82109	collect	39704	1
82110	collect	39705	1
82111	interact	39700	1
82112	interact	39701	1
82113	interact	39702	1
82114	interact	39703	1
82119	interact	39708	1
82119	useitem	39700	1
82124	useitem	39703	1
82125	useitem	39704	1
82126	useitem	39705	1
82116	interact	39705	1
82116	collect	39707	2
82117	interact	39706	2
82117	collect	39708	1
82118	interact	39707	2
82118	collect	39709	1
82120	interact	39709	1
82120	useitem	39701	2
82121	interact	39710	1
82121	useitem	39702	2
82122	interact	39711	1
82122	interact	39712	2
82115	interact	39704	1
82115	collect	39706	2
82127	interact	39715	1
82128	collect	39716	1
82123	interact	39713	1
82123	interact	39714	2
