STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
41511	hunter	10518	
41521	collect	10530	
41523	collect	10534	
41523	collect	10535	
41523	collect	10536	
41524	hunter	10537	
41527	collect	10540	
41528	collect	10541	
41530	collect	10543	
41536	interact	10547	
41536	interact	10548	
41707	collect	10711	1
41707	collect	10712	1
41707	collect	10713	1
41707	collect	10714	1
41707	collect	10715	1
41707	interact	10716	2
41709	collect	10717	1
41709	collect	10718	1
41709	collect	10719	1
41709	collect	10720	1
41709	collect	10721	1
41709	collect	10722	1
41709	interact	10723	2
41710	collect	10724	1
41710	collect	10725	1
41710	collect	10726	1
41710	collect	10727	1
41710	collect	10728	1
41710	interact	10729	2
41711	collect	10730	1
41711	collect	10731	1
41711	collect	10732	1
41711	collect	10733	1
41711	collect	10734	1
41711	interact	10735	2
41712	collect	10736	1
41712	collect	10737	1
41712	collect	10738	1
41712	collect	10739	1
41712	collect	10740	1
41712	interact	10741	2
41708	collect	10746	
41708	collect	10747	
41708	collect	10748	
41708	collect	10749	
41708	collect	10750	
41708	interact	10751	
41717	interact	10760	1
41717	useitem	10761	2
41717	useitem	10762	2
41717	useitem	10763	2
41720	interact	10772	1
41720	useitem	10773	2
41720	useitem	10774	2
41720	useitem	10775	2
41719	interact	10768	1
41719	useitem	10769	2
41719	useitem	10770	2
41719	useitem	10771	2
41718	interact	10764	1
41718	useitem	10765	2
41718	useitem	10766	2
41718	useitem	10767	2
41522	collect	10531	1
41522	collect	10532	1
41522	collect	10533	1
41532	hunter	10545	
41701	collect	10701	
41702	collect	10703	
41704	collect	10756	1
41705	collect	10707	
41706	collect	10709	1
41531	interact	10544	
41721	interact	10761	
41722	convoy	10776	
41713	story	10742	
41634	story	10525	4
41714	story	10743	
41715	story	10744	
41716	story	10745	
41635	interact	10502	1
41638	story	10503	1
41638	story	10504	2
41638	story	10505	3
41723	interact	10773	
41724	interact	10774	
41639	story	10506	1
41507	useitem	10514	1
41637	story	10502	2
41637	story	10507	1
41640	question	10501	2
41640	story	10526	1
41503	interact	10775	1
41503	convoy	10777	2
41503	question	10502	3
41537	interact	10556	1
41537	useitem	10780	2
41618	useitem	10643	1
41618	story	10621	2
41621	interact	10636	2
41621	story	10635	1
41501	useitem	10500	1
41645	story	10508	1
41648	story	10510	1
41648	interact	10516	2
41649	story	10512	1
41649	interact	10517	2
41650	collect	10508	1
41646	collect	10503	1
41646	collect	10504	1
41646	collect	10506	1
41646	story	10509	2
41647	useitem	10501	1
41647	useitem	10503	2
41647	interact	10528	3
41539	hunter	10651	-1
41539	collect	10770	-1
41540	hunter	10652	-1
41540	collect	10771	-1
41541	hunter	10653	-1
41541	collect	10772	-1
41543	hunter	10655	-1
41543	collect	10773	-1
41725	collect	10774	1
41725	collect	10775	1
41725	collect	10776	1
41726	collect	10777	1
41726	collect	10778	1
41726	collect	10779	1
41727	collect	10780	1
41727	collect	10781	1
41727	collect	10782	1
41728	collect	10783	1
41728	collect	10784	1
41728	collect	10785	1
41729	collect	10786	1
41729	collect	10787	1
41729	collect	10788	1
41622	question	10601	1
41622	useitem	10601	3
41622	story	10601	4
41622	interact	10601	2
41623	interact	10602	
41538	hunter	10650	-1
41538	collect	10789	-1
41542	hunter	10654	-1
41542	collect	10790	-1
41544	special	3504	1
41517	useitem	10783	1
41614	interact	10615	2
41614	useitem	10617	4
41614	story	10606	1
41614	interact	10607	3
41616	interact	10619	2
41616	story	10640	3
41616	interact	10618	1
41617	interact	10620	3
41617	interact	10642	2
41617	interact	10534	1
41624	story	10602	1
41625	story	10603	1
41625	interact	10603	2
41625	story	10608	3
41625	interact	10608	4
41625	interact	10609	5
41626	story	10610	1
41626	interact	10635	2
41626	interact	10611	3
41626	interact	10612	3
41619	interact	10610	1
41619	hunter	10622	2
41619	hunter	10623	2
41619	interact	10622	3
41514	useitem	10784	1
41514	interact	10524	2
41514	collect	10793	3
41628	story	10534	1
41628	story	10623	2
41525	collect	10538	-1
41525	collect	10539	-1
41525	collect	10537	-1
41525	collect	10529	-1
41545	special	3505	
41546	special	3506	
41547	special	3507	
41644	collect	10791	-1
41644	collect	10792	-1
41505	interact	10506	1
41505	hunter	10709	2
41636	hunter	10501	1
41636	story	10501	2
41636	interact	10535	3
41636	useitem	10506	4
41636	interact	10512	5
41526	hunter	10539	2
41526	interact	10539	1
41553	special	3504	
41554	special	3505	
41534	collect	10550	1
41518	useitem	10528	1
41519	collect	10558	
41504	convoy	10504	2
41504	interact	10507	3
41504	interact	10530	1
41520	useitem	10518	
41562	special	3510	1
41555	special	3504	
41556	special	3505	
41557	special	3506	
41558	special	3504	
41559	special	3505	
41560	special	3506	
41561	special	3507	
41655	story	10750	1
41656	story	10751	1
41602	story	10605	2
41602	interact	10640	1
41512	story	10519	1
41512	interact	10776	2
41512	collect	10794	4
41512	interact	10777	3
41512	interact	10778	5
41563	hunter	10530	1
41563	hunter	10531	1
41563	hunter	10532	2
41564	interact	10540	1
41564	convoy	10531	2
41565	special	3511	
41566	special	3512	
41567	special	3513	
41568	special	3514	
41641	interact	10779	1
41651	interact	10780	1
41642	interact	10781	1
41643	interact	10782	1
