STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83751	interact	47720	1
83751	interact	47721	2
83751	interact	47722	3
83753	collect	47739	1
83754	collect	47740	1
83755	interact	47723	1
83755	collect	47741	2
83756	interact	47724	1
83756	collect	47742	2
83757	interact	47725	1
83757	collect	47743	2
83758	interact	47726	1
83758	collect	47744	2
83758	collect	47745	2
83759	interact	47727	1
83759	collect	47746	2
83759	collect	47747	2
83760	hunter	47752	1
83761	hunter	47753	1
83762	hunter	47754	1
83763	hunter	47755	1
83763	collect	47748	2
83765	interact	47728	1
83765	hunter	47757	2
83767	interact	47730	1
83767	hunter	47759	2
83767	collect	47751	2
83768	interact	47731	1
83768	interact	47732	2
83768	hunter	47760	3
83770	interact	47734	1
83770	hunter	47763	2
83771	story	47764	1
83773	interact	47736	1
83773	useitem	47766	2
83774	interact	47737	1
83774	useitem	47767	2
83775	interact	47738	1
83775	useitem	47768	2
83766	interact	47729	1
83766	hunter	47758	2
83766	collect	47752	2
83772	interact	47735	1
83764	hunter	47756	1
83769	interact	47733	1
83769	hunter	47761	2
