STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
49002	collect	8501	1
49003	collect	8502	1
49001	collect	8500	1
49001	interact	8500	2
49004	collect	8503	1
49005	collect	8504	1
49006	collect	8505	1
49007	collect	8506	1
49008	collect	8507	1
49009	collect	8508	1
49010	collect	8509	1
49011	collect	8510	1
49012	collect	8511	1
49013	collect	8512	1
49014	collect	8513	1
49015	collect	8514	1
49016	collect	8515	1
49017	collect	8516	1
49018	collect	8517	1
49019	collect	8518	1
49020	special	934	1
49021	interact	8501	1
49022	story	8501	1
49022	interact	8502	2
49022	interact	8503	3
49022	story	8502	4
49023	interact	8504	1
49023	hunter	8501	2
49023	hunter	8502	3
49023	hunter	8503	4
49025	interact	8506	1
49024	story	8503	1
49142	collect	8590	1
49143	collect	8591	1
49140	interact	8590	1
49026	hunter	8504	1
49026	interact	8507	2
49141	hunter	8590	1
49028	story	8507	1
49144	interact	8591	1
49144	story	8590	2
49145	special	959	1
49160	story	8570	1
49160	interact	8570	2
49160	interact	8571	3
49160	hunter	8570	4
49160	collect	8570	4
49160	useitem	8570	4
49146	interact	8592	1
49146	story	8591	2
49148	hunter	8591	1
49149	hunter	8592	1
49161	story	8571	1
49161	hunter	8571	2
49150	hunter	8593	-1
49150	hunter	8594	-1
49150	hunter	8595	-1
49180	story	8580	1
49180	story	8581	2
49181	story	8582	1
49181	hunter	8580	2
49181	interact	8580	3
49182	story	8583	1
49182	story	8584	2
49183	collect	8580	1
49183	story	8585	2
49184	collect	8581	1
49184	story	8586	2
49147	special	960	1
49029	interact	8508	1
49032	special	1	
49030	special	1001	1
49031	special	1002	1
49033	special	1	
49034	special	1	
49035	special	1	
49036	special	1	
49037	special	1	
49038	story	8508	1
49038	story	8509	1
49038	story	8510	1
49038	story	8511	1
49038	story	8512	1
49038	special	1	2
49027	story	8505	1
49027	story	8506	2
49039	story	8513	1
49040	story	8514	1
49041	story	8515	1
49042	story	8516	1
49043	story	8517	1
49044	story	8518	1
