STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
34491	story	17255	2
34491	interact	17263	1
34491	hunter	17259	3
34491	interact	17264	4
34484	interact	17253	1
34484	hunter	17253	2
34499	convoy	17252	1
34493	collect	17254	1
34493	hunter	17261	2
34493	interact	17265	3
34495	interact	17266	1
34495	interact	17267	2
34495	hunter	17264	3
34496	interact	17257	1
34496	useitem	17254	2
34496	story	17258	3
34486	useitem	17252	1
34486	interact	17256	2
34486	hunter	17255	3
34487	story	17252	1
34487	hunter	17256	2
34483	hunter	17252	2
34483	interact	17252	1
34490	story	17254	1
34500	interact	17271	1
34500	interact	17272	2
34500	collect	17258	3
34500	interact	17273	4
34501	interact	17274	1
34501	hunter	17267	2
34503	interact	17277	1
34503	story	17259	2
34503	hunter	17269	3
34504	interact	17278	1
34504	hunter	17278	2
34504	interact	17293	3
34505	hunter	17270	1
34506	story	17261	1
34506	collect	17271	2
34516	hunter	17271	1
34516	collect	17272	2
34507	hunter	17272	1
34507	interact	17279	3
34507	story	17262	2
34509	story	17263	1
34509	hunter	17274	2
34509	collect	17259	2
34510	collect	17260	1
34510	collect	17261	1
34510	collect	17262	1
34510	collect	17263	1
34511	useitem	17255	1
34511	hunter	17275	3
34511	interact	17282	2
34512	interact	17283	1
34512	interact	17284	2
34512	collect	17264	3
34512	collect	17265	3
34513	story	17264	1
34513	interact	17288	2
34513	hunter	17276	3
34514	story	17265	1
34514	interact	17289	2
34514	hunter	17277	3
34515	interact	17290	1
34515	collect	17266	2
34515	interact	17291	3
34508	hunter	17273	1
34508	interact	17280	2
34497	interact	17268	1
34497	interact	17270	2
34492	story	17256	1
34485	interact	17254	1
34485	hunter	17254	2
34485	collect	17252	2
34502	interact	17275	1
34502	interact	17276	3
34502	interact	17292	2
34502	hunter	17268	4
34494	collect	17255	2
34494	useitem	17253	1
34494	collect	17257	2
34489	story	17253	1
34489	hunter	17258	2
34489	collect	17253	3
34488	interact	17258	1
34488	interact	17259	2
34498	interact	17269	1
34498	hunter	17265	2
34498	hunter	17266	3
