STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
84550	interact	51825	1
84550	hunter	51825	2
84550	interact	51826	3
84550	hunter	51826	4
84551	interact	51827	1
84551	hunter	51827	2
84551	interact	51828	3
84551	hunter	51828	4
84552	interact	51829	1
84552	hunter	51829	2
84553	hunter	51830	1
84553	interact	51830	2
84553	hunter	51831	3
84554	interact	51830	1
84554	hunter	51832	2
84554	interact	51831	3
84554	hunter	51833	4
84555	interact	51832	1
84555	hunter	51834	2
84556	interact	51833	1
84556	hunter	51835	2
84556	interact	51834	3
84556	hunter	51836	4
84558	interact	51837	1
84558	hunter	51839	2
84558	interact	51838	3
84558	hunter	51840	4
84559	interact	51839	1
84559	hunter	51841	2
84560	interact	51840	1
84560	collect	51825	2
84561	hunter	51842	1
84561	collect	51826	2
84562	interact	51841	1
84562	hunter	51843	2
84562	interact	51842	3
84562	hunter	51844	4
84563	interact	51842	1
84563	hunter	51845	2
84564	hunter	51846	1
84564	interact	51843	2
84564	collect	51827	3
84565	interact	51844	1
84565	collect	51828	2
84566	interact	51845	1
84566	hunter	51848	3
84557	interact	51836	1
84557	hunter	51837	2
84557	hunter	51838	2
