STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
86700	collect	58201	1
86700	collect	58202	1
86701	interact	58201	1
86701	useitem	58201	1
86701	collect	58203	1
86701	collect	58204	1
86703	interact	58203	1
86703	convoy	58201	2
86703	interact	58204	3
86703	special	104	4
86704	interact	58205	1
86704	hunter	58203	2
86704	interact	58206	3
86704	special	105	4
86702	story	58201	1
86702	hunter	58201	2
86702	hunter	58202	2
86705	collect	58205	1
86705	collect	58206	1
86706	collect	58207	1
86706	collect	58208	1
86707	story	58202	1
86707	interact	58202	2
86707	interact	58207	2
86707	interact	58208	2
86708	interact	58209	1
86708	interact	58210	2
86708	hunter	58204	3
86708	special	163	4
86709	story	58203	1
86709	special	164	2
86710	special	165	1
86711	special	166	1
86719	hunter	58205	1
86718	interact	58214	1
86718	interact	58215	2
86718	hunter	58206	3
86718	special	181	4
86712	hunter	58207	1
86714	interact	58211	1
86714	special	170	2
86715	special	173	1
86716	interact	58212	1
86716	special	176	2
86717	interact	58213	1
86717	special	179	2
86720	special	332	1
86713	special	167	1
86722	interact	58217	1
86722	story	58205	2
86722	hunter	58209	3
86722	interact	58218	4
86722	hunter	58210	5
86723	story	58206	1
86723	interact	58219	2
86723	convoy	58203	3
86723	interact	58220	4
86723	special	595	5
86721	story	58204	1
86721	special	586	4
86721	interact	58216	2
86721	collect	58209	3
86727	interact	58221	1	
86727	story	58207	2	
