STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
2003	collect	27001	
2016	hunter	27002	
2018	collect	27002	
2018	collect	27003	
2018	collect	27004	
2018	collect	27005	
2051	story	27007	
2052	question	27009	1
2052	special	0	2
2053	interact	27004	1
2053	collect	27042	2
2054	useitem	27007	1
2054	story	27009	2
2056	special	0	
2058	interact	27044	
2059	special	0	1
2059	interact	27006	2
2061	interact	27007	1
2061	interact	27008	
2061	useitem	27001	2
2061	interact	27005	3
2062	special	0	
2063	story	27002	
2064	special	0	
2067	story	27003	
2068	useitem	27003	
2069	interact	27060	1
2069	hunter	27058	2
2069	interact	27047	3
2069	question	27002	4
2070	interact	27062	1
2070	collect	27044	2
2071	special	0	
2072	story	27004	
2073	collect	27040	
2073	interact	27045	
2075	story	27005	
2076	interact	27048	
2076	interact	27056	
2076	interact	27057	
2077	special	0	
2079	interact	27009	
2080	interact	27010	
2081	interact	27035	1
2081	interact	27034	2
2081	special	0	3
2083	interact	27025	1
2083	interact	27023	2
2083	interact	27026	3
2083	question	27005	4
2084	hunter	27013	
2086	special	0	
2087	hunter	27014	
2087	hunter	27015	
2089	interact	27011	
2090	hunter	27038	
2093	special	0	1
2093	hunter	27057	2
2095	interact	27012	
2096	interact	27036	1
2096	special	0	2
2097	interact	27043	
2098	hunter	27040	
2099	hunter	27041	
2101	interact	27063	
2102	hunter	27060	1
2102	interact	27064	2
2102	interact	27065	3
2102	interact	27066	4
2103	story	27012	1
2103	question	27008	2
2105	hunter	27062	
2106	hunter	27061	1
2106	interact	27068	2
2106	interact	27069	3
2107	special	0	
2108	convoy	27004	
2109	hunter	27063	
2110	hunter	27064	
2162	convoy	27007	1
2162	interact	27088	2
2162	interact	27089	2
2162	interact	27090	2
2163	interact	27083	
2164	hunter	27075	
2165	interact	27084	1
2165	interact	27085	1
2165	interact	27086	1
2165	hunter	27076	1
2166	hunter	27077	
2167	hunter	27078	
2172	convoy	27005	
2173	story	27015	
2174	hunter	27070	1
2174	story	27016	2
2175	story	27017	
2176	collect	27054	
2186	collect	27056	
2188	hunter	27072	
2189	interact	27082	
2190	hunter	27073	
2203	hunter	27140	1
2203	interact	27140	2
2231	hunter	27036	
2234	special	0	1
2234	interact	27022	2
2234	interact	27030	3
2236	hunter	27003	
2237	special	0	
2238	interact	27013	
2239	interact	27014	
2302	hunter	27101	
2302	hunter	27102	
2304	story	27101	
2304	story	27101	
