STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
10301	collect	32000	1
10302	collect	32001	3
10302	interact	32000	2
10302	story	32000	1
10307	interact	32001	1
10307	useitem	32000	2
10307	interact	32002	3
10307	story	32001	4
10308	hunter	32000	1
10309	story	32002	1
10310	collect	32001	3
10310	interact	32000	2
10310	story	32000	1
10311	hunter	32002	1
10312	hunter	32003	1
10313	hunter	32004	1
10314	hunter	32005	1
10315	hunter	32006	1
10316	hunter	32007	1
10317	hunter	32008	1
10318	hunter	32009	1
10321	hunter	32012	1
10322	hunter	32013	1
10323	hunter	32014	1
10324	hunter	32015	1
10325	hunter	32016	1
10326	hunter	32017	1
10327	hunter	32018	1
10328	hunter	32019	1
10331	hunter	32021	1
10332	hunter	32022	1
10333	hunter	32023	1
10334	hunter	32024	1
10335	hunter	32025	1
10336	hunter	32026	1
10337	hunter	32027	1
10312	hunter	32004	1
10312	hunter	32005	1
10315	hunter	32004	1
10315	hunter	32005	1
10315	hunter	32010	1
10318	hunter	32004	1
10318	hunter	32005	1
10318	hunter	32010	1
10318	hunter	32011	1
10322	hunter	32016	1
10322	hunter	32017	1
10323	hunter	32016	1
10323	hunter	32017	1
10324	hunter	32016	1
10324	hunter	32017	1
10327	hunter	32016	1
10327	hunter	32017	1
10328	hunter	32016	1
10328	hunter	32017	1
10328	hunter	32020	1
10332	hunter	32023	1
10332	hunter	32024	1
10335	hunter	32023	1
10335	hunter	32024	1
10336	hunter	32023	1
10336	hunter	32024	1
10337	hunter	32023	1
10337	hunter	32024	1
10337	hunter	32028	1
10344	hunter	32037	1
10344	hunter	32038	1
10344	hunter	32039	1
10341	hunter	32031	1
10341	hunter	32032	1
10341	hunter	32033	2
10342	hunter	32034	1
10342	hunter	32035	1
10342	hunter	32036	2
10343	interact	32003	1
10340	interact	32004	1
10345	collect	32002	2
10345	interact	32005	1
10350	hunter	32040	1
10350	hunter	32041	1
10350	hunter	32042	1
10350	hunter	32043	1
10350	hunter	32044	1
10351	hunter	32045	1
10351	hunter	32046	1
10351	hunter	32047	1
10351	hunter	32048	1
10351	hunter	32049	1
10352	hunter	32050	1
10352	hunter	32051	1
10352	hunter	32052	1
10352	hunter	32053	1
10352	hunter	32054	1
