STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
41	question	40	1
42	question	41	1
43	interact	40	1
43	useitem	1	2
43	story	43	3
44	interact	44	2
44	useitem	2	3
44	interact	43	1
45	story	45	1
45	interact	5	2
45	useitem	5	3
45	story	8	4
46	interact	46	2
46	story	2	1
46	collect	40	3
46	interact	45	4
47	story	4	1
47	interact	47	2
47	useitem	4	3
48	hunter	41	2
48	interact	48	1
48	story	5	3
61	story	61	3
61	special	338	2
61	interact	24	1
63	story	63	3
63	special	339	2
63	interact	23	1
65	story	65	3
65	special	340	2
65	interact	25	1
67	story	67	3
67	special	341	2
67	interact	26	1
120	collect	20	1
121	interact	21	1
122	story	60	1
123	story	62	1
124	story	64	1
125	collect	21	1
126	special	287	1
127	story	66	1
129	interact	42	1
130	collect	22	1
131	special	289	1
133	interact	15	1
137	special	285	1
141	collect	23	1
142	special	291	1
144	interact	16	1
170	interact	90	2
171	interact	91	2
175	interact	60	2
176	interact	61	2
180	interact	62	2
181	interact	63	2
185	interact	64	2
186	interact	65	2
190	interact	66	2
191	interact	67	2
195	question	50	1
196	question	51	1
197	question	52	1
198	interact	68	1
198	interact	73	2
199	interact	80	1
199	interact	81	2
200	question	71	-1
200	question	72	-1
200	question	73	-1
200	question	74	-1
200	question	75	-1
200	question	76	-1
200	question	77	-1
200	question	78	-1
200	question	79	-1
200	question	80	-1
201	question	81	-1
201	question	82	-1
201	question	83	-1
201	question	84	-1
201	question	85	-1
201	question	86	-1
201	question	87	-1
201	question	88	-1
201	question	89	-1
201	question	90	-1
202	question	91	-1
202	question	92	-1
202	question	93	-1
202	question	94	-1
202	question	95	-1
202	question	96	-1
202	question	97	-1
202	question	98	-1
202	question	99	-1
202	question	100	-1
206	interact	72	1
206	useitem	6	2
206	hunter	43	2
206	useitem	9	3
209	question	53	1
210	question	54	1
211	question	55	1
212	question	56	1
213	question	57	1
214	question	58	1
215	question	59	1
216	question	60	1
217	question	61	1
218	question	62	1
219	question	63	1
220	question	64	1
221	question	65	1
222	question	66	1
223	question	67	1
224	question	68	1
225	question	69	1
226	question	70	1
227	special	611	1
228	story	90	1
228	hunter	45	2
228	story	92	3
228	collect	51	4
230	useitem	11	1
231	collect	43	1
231	collect	44	1
232	interact	51	1
233	interact	52	1
234	interact	53	1
240	story	78	1
240	collect	46	2
240	hunter	44	3
240	interact	1	5
240	story	91	4
241	story	79	1
241	collect	47	2
241	story	80	3
241	interact	2	4
242	story	81	2
242	collect	48	3
242	interact	3	4
242	story	89	1
243	story	82	1
243	interact	4	2
243	interact	6	3
243	interact	7	4
244	story	83	1
244	collect	49	2
244	story	84	3
244	interact	8	4
245	story	85	1
245	collect	50	2
245	story	86	3
245	interact	27	4
246	interact	38	3
246	interact	58	4
246	story	88	1
246	interact	28	2
246	interact	29	5
247	story	87	1
258	special	615	1
259	special	616	1
260	special	617	1
261	special	618	1
262	special	619	1
263	special	620	1
291	interact	30001	1
291	useitem	23	2
291	hunter	43	2
291	useitem	24	3
292	interact	30002	1
292	useitem	25	2
292	hunter	43	2
292	useitem	26	3
293	interact	30003	1
293	useitem	27	2
293	hunter	43	2
293	useitem	28	3
357	useitem	22	2
357	special	710	1
365	special	713	-1
365	special	714	-1
365	special	715	-1
365	special	716	-1
365	special	717	-1
365	special	718	-1
365	special	719	-1
366	special	725	-1
367	special	720	-1
367	special	721	-1
368	special	726	-1
369	special	720	-1
369	special	721	-1
369	special	722	-1
369	special	723	-1
371	special	720	-1
371	special	721	-1
371	special	722	-1
371	special	723	-1
371	special	724	-1
370	special	726	-1
372	special	728	-1
372	special	729	-1
372	special	730	-1
372	special	731	-1
372	special	732	-1
372	special	733	-1
372	special	734	-1
372	special	735	-1
372	special	736	-1
372	special	727	-1
401	interact	57	1
420	story	9	1
420	hunter	9	2
421	story	10	1
421	hunter	10	2
422	story	11	1
422	hunter	11	2
423	story	12	1
423	hunter	12	2
424	story	13	1
424	hunter	13	2
425	story	14	1
425	hunter	14	2
426	story	15	1
426	hunter	15	2
427	story	16	1
427	hunter	16	2
433	useitem	12	1
434	hunter	17	1
443	interact	75	1
444	interact	76	1
445	interact	77	1
446	interact	78	1
457	interact	82	1
458	interact	83	1
459	interact	84	1
460	interact	85	1
461	interact	86	1
462	interact	87	1
463	interact	88	1
464	interact	89	1
465	special	599	1
465	special	602	1
466	interact	97	1
467	interact	98	1
468	special	607	1
469	special	608	1
470	special	609	
471	special	603	1
472	special	604	1
473	special	605	1
476	special	612	1
477	special	613	1
478	special	614	1
479	collect	11	1
479	collect	2	1
479	collect	3	1
480	collect	7	1
480	collect	8	1
480	collect	9	1
480	collect	10	1
489	interact	99	1
493	interact	100	1
497	interact	79	1
49	interact	49	1
40	interact	41	1
50	interact	50	1
59	interact	59	1
68	interact	30004	1
375	special	725	-1
374	special	827	-1
374	special	828	-1
376	special	829	-1
376	special	830	-1
376	special	831	-1
380	special	834	-1
380	special	835	-1
378	special	832	-1
378	special	833	-1
377	special	726	-1
377	special	725	-1
379	special	726	-1
379	special	727	-1
379	special	736	-1
381	special	736	-1
381	special	727	-1
381	special	836	-1
381	special	837	-1
381	special	838	-1
382	special	728	-1
382	special	726	-1
382	special	727	-1
382	special	736	-1
383	special	729	-1
383	special	726	-1
383	special	727	-1
383	special	736	-1
384	special	731	-1
384	special	726	-1
384	special	727	-1
384	special	736	-1
385	special	730	-1
385	special	726	-1
385	special	727	-1
385	special	736	-1
386	special	732	-1
386	special	726	-1
386	special	727	-1
386	special	736	-1
387	special	733	-1
387	special	726	-1
387	special	727	-1
387	special	736	-1
388	special	734	-1
388	special	726	-1
388	special	727	-1
388	special	736	-1
389	special	735	-1
389	special	726	-1
389	special	727	-1
389	special	736	-1
390	special	728	-1
390	special	727	-1
390	special	736	-1
390	special	836	-1
390	special	837	-1
390	special	838	-1
391	special	729	-1
391	special	727	-1
391	special	736	-1
391	special	836	-1
391	special	837	-1
391	special	838	-1
392	special	731	-1
392	special	727	-1
392	special	736	-1
392	special	836	-1
392	special	837	-1
392	special	838	-1
393	special	730	-1
393	special	727	-1
393	special	736	-1
393	special	836	-1
393	special	837	-1
393	special	838	-1
394	special	732	-1
394	special	727	-1
394	special	736	-1
394	special	836	-1
394	special	837	-1
394	special	838	-1
395	special	733	-1
395	special	727	-1
395	special	736	-1
395	special	836	-1
395	special	837	-1
395	special	838	-1
396	special	734	-1
396	special	727	-1
396	special	736	-1
396	special	836	-1
396	special	837	-1
396	special	838	-1
397	special	735	-1
397	special	727	-1
397	special	736	-1
397	special	836	-1
397	special	837	-1
397	special	838	-1
398	collect	54	1
300	convoy	1	1
301	convoy	2	1
302	convoy	3	1
303	convoy	4	1
304	convoy	5	1
305	convoy	6	1
306	convoy	7	1
307	convoy	8	1
308	convoy	9	1
309	convoy	10	1
310	convoy	11	1
311	convoy	12	1
312	convoy	13	1
313	convoy	14	1
314	convoy	15	1
315	convoy	16	1
316	convoy	17	1
317	convoy	18	1
318	convoy	19	1
319	convoy	20	1
320	convoy	21	1
321	convoy	22	1
322	convoy	23	1
323	convoy	24	1
324	convoy	25	1
325	convoy	26	1
326	convoy	27	1
327	convoy	28	1
328	convoy	29	1
329	convoy	30	1
330	convoy	31	1
331	convoy	32	1
332	convoy	33	1
333	convoy	34	1
334	convoy	35	1
335	convoy	36	1
336	convoy	37	1
337	convoy	38	1
338	convoy	39	1
81	special	968	-1
81	special	969	-1
81	special	970	-1
339	convoy	40	1
340	convoy	41	1
341	convoy	42	1
342	convoy	43	1
82	special	1048	1
83	special	1064	1
84	special	1065	1
86	special	1068	1
85	special	1066	1
85	special	1067	1
91	interact	30021	1
92	interact	30022	1
93	interact	30023	1
94	interact	30024	1
95	interact	30025	1
90	interact	30020	1
87	special	1079	0
88	collect	55	1
88	collect	56	1
88	collect	57	1
89	special	1080	0
69	interact	30027	1
98	special	1178	1
402	story	93	1
402	hunter	46	2
403	story	94	1
403	hunter	47	2
