STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
74334	story	74304	1	
74334	story	74305	2	
74335	interact	74309	1	
74336	story	74306	1	
74336	interact	74311	2	
74336	useitem	74302	3	
74336	useitem	74303	4	
74336	useitem	74304	5	
74337	story	74308	1	
74337	interact	74312	2	
74338	story	74309	1	
74338	interact	74313	2	
74339	hunter	74301	1	
74339	collect	74301	2	
74339	hunter	74302	1	
74339	useitem	74305	3	
74381	hunter	74381	1	
74382	interact	74382	1	
74382	hunter	74382	2	
74301	story	74307	1	
74301	story	74313	2	
74301	story	74314	3	
74301	interact	74310	4	
74302	story	74315	1	
74302	collect	74303	2	
74302	collect	74304	2	
74303	hunter	74303	1	
74303	story	74316	2	
74303	interact	74317	3	
74304	story	74317	1	
74304	interact	74318	2	
74305	hunter	74304	1	
74306	story	74318	1	
74306	collect	74305	2	
74307	useitem	74306	1	
74307	useitem	74307	1	
74307	useitem	74308	1	
74307	story	74319	2	
74307	interact	74319	3	
74308	story	74320	1	
74308	interact	74320	3	
74308	story	74321	2	
74308	interact	74321	4	
74308	story	74322	5	
74309	interact	74322	1	
74309	useitem	74309	2	
74309	interact	74323	3	
74309	hunter	74305	4	
74309	story	74323	5	
74309	hunter	74306	6	
74309	story	74324	7	
74310	story	74325	1	
74310	interact	74324	2	
74310	useitem	74310	3	
74310	story	74326	4	
74310	story	74327	5	
74311	story	74328	1	
74311	story	74329	2	
74311	story	74330	3	
74311	hunter	74307	4	
74311	hunter	74308	4	
74312	story	74331	1	
74312	hunter	74309	2	
74312	story	74332	3	
74312	story	74333	4	
74313	interact	74325	1	
74313	story	74334	2	
74313	hunter	74326	3	
74344	interact	74329	1	
74345	story	74340	1	
74345	interact	74330	2	
74383	hunter	74383	1	
74383	hunter	74384	2	
74383	hunter	74385	3	
74314	interact	74333	1	
74314	interact	74334	2	
74388	interact	74390	1	
74388	interact	74391	2	
74388	interact	74392	3	
74388	interact	74393	4	
74389	special	1397	1	
74346	interact	74332	1	
74346	story	74341	2	
74346	story	74342	3	
74346	collect	74307	4	
74347	collect	74308	2	
74347	interact	74342	1	
74333	story	74302	1	
74333	interact	74307	2	
74333	useitem	74301	3	
74333	story	74303	4	
74333	interact	74308	5	
74333	interact	74343	6	
74342	hunter	74310	2	
74342	story	74336	4	
74342	story	74337	6	
74342	interact	74331	5	
74342	interact	74341	3	
74342	interact	74344	1	
74343	story	74338	1	
74343	story	74339	2	
74343	interact	74328	3	
74343	hunter	74327	4	
74343	collect	74306	4	
74343	interact	74347	5	
74331	story	74301	1	
74331	interact	74301	2	
74332	interact	74302	1	
74332	interact	74303	2	
74332	interact	74304	3	
74332	interact	74305	4	
74332	interact	74306	5	
74341	story	74312	1	
74341	story	74343	2	
74340	interact	74314	1	
74340	story	74310	2	
74340	story	74311	3	
74340	interact	74315	4	
74340	collect	74302	5	
