STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83250	interact	44800	1
83251	interact	44801	1
83253	interact	44803	1
83253	collect	44801	2
83252	interact	44802	1
83252	collect	44800	2
83254	interact	44804	1
83254	collect	44802	2
83255	interact	44805	1
83255	useitem	44800	2
83256	interact	44806	1
83256	useitem	44801	2
83257	interact	44807	1
83257	hunter	44800	2
83257	collect	44803	3
83258	interact	44808	1
83258	hunter	44801	2
83258	interact	44809	3
83259	interact	44810	1
83259	collect	44804	2
83259	interact	44811	3
83260	interact	44812	1
83260	interact	44813	2
83260	interact	44814	3
83261	interact	44815	1
83261	hunter	44802	2
83261	hunter	44803	3
83261	collect	44805	4
83262	hunter	44804	1
83263	hunter	44805	1
83264	hunter	44806	1
83264	collect	44806	2
83265	hunter	44807	1
83265	hunter	44808	2
83266	hunter	44809	1
83266	hunter	44810	2
83267	hunter	44811	1
83267	hunter	44812	2
83267	collect	44807	3
83268	collect	44808	1
83269	collect	44809	1
83269	useitem	44802	2
83270	collect	44810	1
83270	collect	44811	2
83271	story	44800	1
83271	hunter	44813	2
83271	collect	44812	3
83272	story	44801	1
83272	useitem	44803	2
83273	hunter	44814	1
83274	story	44815	1
83275	interact	44817	1
